player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Sawyer Robertson,146839,QB,BAYLOR,1,58.2,55,59,13.0,2.24,2,4,6.3,49.2,29,0,17,9.4,63,3,19,118,70.6,82.7,83.7,51.8,1,2,68,0,11.8,76.2,3.2,2,2,0,1,3,1,1.5,430,7.3
Ben Finley,122864,QB,AKRON,1,67.3,55,58,12.5,2.83,1,0,0.0,55.2,32,0,18,13.5,67,5,20,102,46.7,70.0,66.2,65.4,1,1,71,1,33.3,88.6,9.0,6,3,0,1,3,3,4.2,424,7.3
Caden Veltkamp,156642,QB,FAU,1,83.0,53,57,8.7,2.28,0,0,0.0,68.4,39,0,13,11.4,58,5,21,165,47.2,70.6,75.9,43.3,0,3,66,0,7.7,76.3,1.7,1,0,0,4,2,3,4.6,375,6.6
Malik Washington,198729,QB,MARYLAND,1,71.4,42,46,8.3,2.73,3,0,0.0,54.3,25,0,10,16.7,48,5,14,215,70.4,60.6,59.9,60.0,0,1,50,0,10.0,59.9,2.1,1,1,0,1,0,1,2.0,238,5.2
Jalen Kitna,146688,QB,UAB,1,59.1,44,45,11.3,2.81,0,0,0.0,57.8,26,0,13,0.0,47,0,15,321,70.4,53.7,51.3,62.6,0,2,50,0,15.4,65.1,4.3,2,0,0,1,1,4,8.0,281,6.2
Anthony Colandrea,170131,QB,UNLV,1,63.4,41,44,13.6,3.4,2,2,4.4,54.5,24,0,10,7.7,49,2,15,325,46.0,63.3,65.5,56.1,0,1,50,1,20.0,71.8,4.1,2,3,0,1,1,2,4.0,276,6.3
Landry Lyddy,156581,QB,SO MISS,1,78.6,42,44,6.2,2.76,1,2,4.3,65.9,29,0,6,12.1,46,4,11,296,69.9,67.6,68.5,56.3,0,2,48,0,0.0,70.9,0.0,0,2,0,1,1,2,4.2,267,6.1
Arch Manning,173162,QB,TEXAS,1,82.1,39,43,9.0,2.65,1,1,2.2,62.8,27,0,19,15.6,46,5,12,311,38.3,72.9,73.8,56.0,1,1,48,0,15.8,76.8,6.5,3,0,0,2,1,2,4.2,251,5.8
Roman Gagliano,183961,QB,MIDDLE TN,1,70.7,41,43,9.8,2.8,1,0,0.0,58.1,25,0,15,13.8,51,4,14,224,72.3,73.7,69.8,71.5,0,0,56,1,13.3,102.7,3.9,2,6,0,1,2,1,1.8,378,8.8
Ty Simpson,157008,QB,ALABAMA,1,73.2,41,42,9.0,2.69,0,1,2.3,66.7,28,0,13,6.7,48,2,16,103,70.4,66.1,65.1,62.0,0,1,49,0,30.8,87.3,8.3,4,2,0,1,1,2,4.1,319,7.6
Brendon Lewis,131687,QB,MEMPHIS,1,82.5,40,42,6.9,3.17,0,0,0.0,73.8,31,0,7,6.1,49,2,12,218,71.8,69.6,67.9,64.0,0,1,51,0,28.6,81.8,4.1,2,5,0,2,1,0,0.0,204,4.9
Rodney Tisdale Jr.,188754,QB,W KENTUCKY,1,84.6,39,41,9.5,2.41,0,4,9.5,70.7,29,0,11,12.1,44,4,19,346,71.3,92.4,92.3,65.4,1,1,45,0,18.2,113.0,4.5,2,1,0,1,3,0,0.0,371,9.0
T.J. Finley,124093,QB,GA STATE,1,77.8,36,41,9.3,2.8,0,2,4.5,61.0,25,0,14,10.7,51,3,14,175,39.5,55.8,64.9,37.4,2,2,55,0,21.4,66.2,5.9,3,7,2,1,1,3,5.5,251,6.1
Landyn Locke,199937,QB,SM HOUSTON,1,58.3,36,40,12.3,2.64,0,3,6.8,40.0,16,0,10,23.8,43,5,12,281,70.0,64.5,62.9,62.9,0,0,49,0,20.0,57.6,4.7,2,1,1,3,0,2,4.1,213,5.3
Dylan Lonergan,172386,QB,BOSTON COL,1,71.8,39,40,10.2,2.79,0,0,0.0,65.0,26,0,5,7.1,42,2,15,121,70.1,66.7,68.5,52.5,0,0,44,0,20.0,110.6,2.4,1,1,0,1,2,1,2.3,362,9.1
Marcel Reed,175940,QB,TEXAS A&M,1,71.1,38,39,10.6,2.93,0,3,7.0,56.4,22,0,15,18.5,44,5,18,312,34.3,70.0,68.3,64.5,1,2,49,0,13.3,100.3,4.5,2,3,0,0,3,5,10.2,439,11.3
Jacob Clark,101628,QB,MO STATE,1,91.9,37,39,7.4,2.66,0,0,0.0,76.9,30,0,12,11.8,47,4,19,230,70.0,81.1,80.4,59.6,1,0,50,0,41.7,135.6,10.6,5,3,0,1,4,0,0.0,330,8.5
Bryson Barnes,131845,QB,UTAH ST,1,67.6,37,38,12.8,2.98,0,2,5.1,50.0,19,0,15,24.0,48,6,12,329,73.6,73.8,71.3,66.8,0,0,49,0,40.0,80.6,12.5,6,4,0,1,1,0,0.0,256,6.7
Henry Hesson,145798,QB,MIAMI OH,1,40.6,32,38,15.7,3.34,0,0,0.0,28.9,11,1,26,15.4,49,2,9,221,70.1,44.7,44.8,59.1,0,3,50,1,23.1,10.3,12.2,6,5,0,6,0,4,8.0,147,3.9
Owen McCown,157688,QB,UTSA,1,71.4,35,37,7.2,2.41,0,2,5.3,64.9,24,0,5,4.0,37,1,12,331,69.8,67.1,65.1,63.7,1,1,38,0,0.0,97.4,0.0,0,0,0,1,2,1,2.6,306,8.3
Zane Flores,174288,QB,OKLA STATE,1,75.8,33,36,6.5,2.65,1,0,0.0,66.7,24,0,18,4.0,39,1,13,262,22.8,57.9,52.4,71.8,1,2,41,0,11.1,61.5,5.1,2,1,0,1,0,2,5.0,233,6.5
Gio Lopez,172309,QB,N CAROLINA,1,69.7,33,36,7.9,2.89,0,1,2.6,58.3,21,0,14,8.7,40,2,11,245,69.7,77.1,78.6,57.8,1,0,44,0,14.3,74.0,5.0,2,2,0,2,0,0,0.0,201,5.6
Nick Minicucci,173617,QB,DELAWARE,1,77.1,35,36,11.0,3.33,1,3,7.9,66.7,24,0,17,11.1,47,3,14,151,70.3,84.6,85.2,61.2,0,1,49,0,47.1,94.4,17.0,8,3,0,0,1,1,2.0,338,9.4
Alonza Barnett III,156710,QB,JAMES MAD,1,73.3,30,35,9.7,2.81,3,1,2.9,62.9,22,0,11,0.0,38,0,15,197,71.0,84.3,79.6,69.8,0,1,38,1,18.2,78.6,5.3,2,1,0,2,0,0,0.0,303,8.7
Trinidad Chambliss,178723,QB,OLE MISS,1,84.8,33,35,5.8,2.44,0,0,0.0,74.3,26,0,10,7.1,42,2,16,226,71.6,76.6,77.7,61.4,0,1,45,0,50.0,97.4,11.9,5,2,0,2,1,1,2.2,301,8.6
Darius Curry,191052,QB,COLO STATE,1,82.4,34,35,5.0,2.34,1,1,2.9,74.3,26,0,12,7.1,38,2,13,144,68.9,79.7,81.1,57.3,0,3,39,0,25.0,76.8,7.9,3,0,0,0,2,0,0.0,248,7.1
Darian Mensah,169984,QB,DUKE,1,66.7,33,35,14.1,3.12,0,2,5.7,51.4,18,0,15,18.2,42,4,7,154,69.5,71.5,70.7,62.0,0,0,42,0,26.7,77.4,9.5,4,3,0,2,1,1,2.4,193,5.5
Chandler Morris,122938,QB,VIRGINIA,1,76.5,34,35,6.3,2.67,1,1,2.7,65.7,23,0,10,11.5,37,3,12,335,31.3,82.1,84.6,52.7,0,2,39,0,0.0,89.7,0.0,0,2,0,0,2,1,2.6,316,9.0
Katin Houser,158386,QB,E CAROLINA,1,80.0,30,34,13.4,2.36,1,4,11.4,67.6,23,0,9,4.2,36,1,16,156,34.6,89.0,86.1,70.4,2,0,37,0,22.2,108.9,5.6,2,0,0,1,1,1,2.7,332,9.8
Haynes King,124329,QB,GA TECH,1,81.8,33,34,7.0,2.73,0,0,0.0,76.5,26,0,5,3.7,36,1,15,176,74.0,74.1,73.2,62.5,0,0,36,0,20.0,121.1,2.8,1,1,0,1,1,0,0.0,371,10.9
Logan Fife,128176,QB,NEW MEX ST,1,80.6,31,34,4.0,2.02,2,1,2.9,67.6,23,0,3,8.0,37,2,9,242,21.3,64.9,72.1,43.2,0,1,37,0,33.3,66.5,2.7,1,1,0,1,0,1,2.7,166,4.9
Drake Lindsey,184727,QB,MINNESOTA,1,63.3,30,34,3.8,2.25,1,1,2.8,55.9,19,0,4,0.0,36,0,6,225,68.9,59.6,58.9,,0,0,38,1,50.0,75.4,5.6,2,0,1,2,1,0,0.0,138,4.1
Joe Pesansky,149434,QB,FIU,1,83.3,30,34,9.1,3.09,1,2,5.9,70.6,24,0,14,4.0,39,1,12,166,70.2,89.4,90.0,65.3,1,0,39,0,0.0,105.8,0.0,0,5,0,2,2,0,0.0,206,6.1
Cade Klubnik,156253,QB,CLEMSON,1,93.1,29,34,4.0,2.51,1,2,5.6,64.7,22,0,13,18.5,37,5,11,140,38.1,74.0,82.5,44.3,0,0,39,0,15.4,78.9,5.4,2,0,0,4,0,0,0.0,187,5.5
Ta'Quan Roberson,101625,QB,BUFFALO,1,66.7,30,33,10.5,2.57,1,2,5.7,48.5,16,0,15,20.0,40,4,7,126,70.4,67.9,68.1,59.5,2,1,42,0,33.3,64.5,12.5,5,2,0,0,1,1,2.4,194,5.9
Blake Shapen,122282,QB,MISS STATE,1,65.5,29,33,7.0,2.49,3,0,0.0,57.6,19,0,9,0.0,40,0,7,227,73.2,55.0,49.3,64.7,0,2,43,0,44.4,49.9,10.0,4,3,0,1,0,2,4.7,199,6.0
Amari Odom,178686,QB,KENNESAW,1,71.0,31,33,9.6,2.99,0,2,6.1,60.6,20,0,12,9.1,39,2,14,200,38.1,56.1,52.3,63.0,0,3,39,0,16.7,47.7,5.1,2,4,0,2,0,4,10.3,261,7.9
Byrum Brown,156206,QB,USF,1,72.7,33,33,12.6,3.25,0,2,5.6,69.7,23,0,14,4.2,43,1,13,327,72.3,77.6,79.4,63.7,0,1,46,0,7.1,109.0,2.3,1,9,0,0,2,1,2.2,327,9.9
Bear Bachmeier,203434,QB,BYU,1,86.2,29,33,10.3,2.66,2,1,2.9,69.7,23,0,8,8.0,35,2,17,128,72.1,92.1,91.4,73.6,0,0,37,0,0.0,107.6,0.0,0,2,0,2,1,0,0.0,296,9.0
Mason Heintschel,199088,QB,PITTSBURGH,1,69.0,29,33,5.6,3.42,2,2,5.4,48.5,16,0,22,20.0,41,4,8,268,69.8,41.2,36.1,64.8,0,1,46,0,18.2,45.8,9.8,4,4,0,2,0,3,6.5,126,3.8
Tayven Jackson,157615,QB,UCF,1,87.9,33,33,4.9,2.32,0,0,0.0,81.8,27,0,13,6.9,38,2,8,323,35.4,63.7,66.5,53.2,0,1,39,0,23.1,86.6,7.9,3,1,0,0,1,0,0.0,178,5.4
DJ Lagway,184426,QB,FLORIDA,1,57.1,28,32,9.1,3.07,1,2,6.3,50.0,16,0,10,0.0,35,0,7,163,70.9,62.9,58.9,69.1,0,1,36,1,10.0,69.5,2.9,1,2,1,2,1,1,2.8,218,6.8
Bryce Underwood,198795,QB,MICHIGAN,1,68.8,32,32,11.7,2.85,0,2,6.1,65.6,21,0,10,4.5,39,1,17,222,69.9,66.3,62.8,66.5,0,2,40,0,30.0,67.2,7.7,3,4,0,0,0,2,5.0,280,8.8
Jayden Maiava,158135,QB,USC,1,83.3,30,32,10.7,3.0,1,4,10.8,71.9,23,0,9,8.0,34,2,13,326,37.8,88.4,89.3,59.8,1,0,39,0,22.2,105.5,5.9,2,0,0,0,1,1,2.6,254,7.9
