player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Henry Appleton,170956,T,ARMY,1,0,114,53.4,100.0,27,42.9,27,57.2,0,100.0,63,63,67.3,100.0,7,11.1,7
Brady Small,171015,C,ARMY,1,0,114,63.3,100.0,27,42.9,27,65.2,0,100.0,63,63,69.3,100.0,7,11.1,7
Will Jeffcoat,147322,G,ARMY,1,0,114,60.6,100.0,27,42.9,27,72.0,0,100.0,63,63,70.5,100.0,7,11.1,7
Paolo Gennarelli,170976,G,ARMY,1,0,114,56.7,100.0,27,42.9,27,57.3,0,100.0,63,63,65.6,100.0,7,11.1,7
Teddy Williams,171030,T,ARMY,1,0,114,75.9,100.0,27,43.5,27,69.9,0,100.0,62,62,62.5,100.0,7,11.3,7
Thomas Johnson,147083,G,COAST CAR,1,0,141,68.8,100.0,31,57.4,31,62.7,0,100.0,54,54,54.5,100.0,16,29.6,16
Nick Del Grande,156673,T,COAST CAR,1,0,141,67.2,100.0,31,57.4,31,65.8,0,100.0,54,54,63.1,100.0,16,29.6,16
Zac Elam,154563,C,COAST CAR,1,0,141,80.0,100.0,31,57.4,31,72.0,0,100.0,54,54,59.0,100.0,16,29.6,16
Chad Schuster,158307,T,W MICHIGAN,1,0,347,65.7,100.0,32,61.5,32,63.7,0,100.0,52,52,57.7,100.0,15,28.8,15
John Hofer,145935,G,W MICHIGAN,1,0,347,58.3,100.0,32,61.5,32,63.7,0,100.0,52,52,70.5,100.0,15,28.8,15
Adam Vandervest,130667,T,W MICHIGAN,1,0,347,59.8,100.0,32,61.5,32,60.7,0,100.0,52,52,61.2,100.0,15,28.8,15
Jeremy Schleicher,190157,C,W MICHIGAN,1,0,347,57.8,100.0,32,61.5,32,57.5,0,100.0,52,52,54.5,100.0,15,28.8,15
Parker Poloskey,171004,T,ARMY,1,0,114,56.3,100.0,21,41.2,21,55.5,0,100.0,51,51,56.6,100.0,5,9.8,5
Bakyne Coly,174953,T,PURDUE,1,0,273,63.1,100.0,32,64.0,32,57.8,0,100.0,50,50,52.8,100.0,16,32.0,16
Ethan Trent,174973,G,PURDUE,1,0,273,60.8,100.0,32,64.0,32,58.8,0,100.0,50,50,57.8,100.0,16,32.0,16
Samari Howard,170984,FB,ARMY,1,0,114,64.3,100.0,21,42.0,21,66.2,0,100.0,50,50,59.6,100.0,6,12.0,6
Joey Tanona,156975,T,PURDUE,1,0,273,65.0,100.0,32,64.0,32,59.9,0,100.0,50,50,53.6,100.0,16,32.0,16
Jalen St. John,123963,G,PURDUE,1,0,273,60.5,100.0,32,64.0,32,57.0,0,100.0,50,50,54.4,100.0,16,32.0,16
Lucas Mrachkovskiy,189802,C,JVILLE ST,1,0,196,54.3,100.0,12,24.0,12,67.8,0,100.0,50,50,74.0,100.0,36,72.0,36
Bradyn Joiner,172454,C,PURDUE,1,0,273,62.9,100.0,32,64.0,32,59.0,0,100.0,50,50,55.4,100.0,16,32.0,16
Amare Grayson,189783,G,JVILLE ST,1,0,196,56.2,100.0,12,24.0,12,70.0,0,100.0,50,50,77.3,100.0,36,72.0,36
