player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Carson Strong,83524,QB,NEVADA,1,-0.36,0,67,239,83.7,49,52,10.5,2.68,0,4,6.7,76.9,40,18,2.4,58,86.6,1,20,,70.5,92.0,77.7,92.0,,57.0,0,1,66,27.8,119.2,8.6,5,1,1,2,4,1,1.5,441,8.5,86.8,53,56,7.9,2.51,0,4,6.3,80.4,45,16,2.2,61,91.0,1,20,,70.6,92.1,77.8,92.0,,57.0,0,1,69,25.0,108.8,6.6,4,1,1,2,3,1,1.4,426,7.6,80.0,5,5,13.6,2.28,0,0,0.0,80.0,4,2,0.0,6,9.0,0,2,,64.2,65.2,68.6,65.0,,,0,0,6,50.0,147.9,16.7,1,0,0,0,1,0,0.0,50,10.0,0,100.0,9,9,-2.9,1.21,0,0,0.0,100.0,9,0,0.0,9,13.4,0,2,,65.1,67.6,69.8,67.3,,,0,0,9,,82.9,0.0,0,0,0,0,0,0,0.0,35,3.9,2.39
Peter Parrish,99138,QB,MEMPHIS,1,-4.18,0,64,218,60.6,33,37,9.4,3.11,3,0,0.0,54.1,20,16,0.0,53,82.8,0,12,,46.7,41.3,77.2,34.6,,61.5,0,3,57,37.5,28.8,11.3,6,10,0,1,0,3,5.3,137,3.7,71.9,32,35,6.3,2.98,2,0,0.0,65.7,23,14,0.0,49,76.6,0,12,,45.1,43.5,76.9,38.7,,59.5,0,2,52,35.7,52.8,10.2,5,9,0,1,0,3,5.8,166,4.7,66.7,12,13,7.0,2.63,1,0,0.0,61.5,8,2,0.0,15,23.4,0,4,,66.5,53.8,71.6,49.7,,64.2,0,1,16,50.0,37.0,6.7,1,1,0,0,0,0,0.0,49,3.8,0,100.0,11,11,-2.2,1.86,0,0,0.0,100.0,11,0,0.0,11,17.2,0,4,,65.6,64.8,70.4,64.5,,,0,0,11,,96.2,0.0,0,0,0,0,0,0,0.0,78,7.1,-0.97
Will Rogers,124184,QB,MISS STATE,1,30.19,0,63,227,70.5,44,46,7.8,2.96,1,3,6.3,67.4,31,10,0.0,52,82.5,0,18,,70.3,66.6,25.0,69.5,,54.2,0,2,54,30.0,96.6,5.8,3,3,0,1,4,2,3.7,303,6.6,74.0,50,53,6.6,2.73,2,3,5.5,69.8,37,10,0.0,60,95.2,0,19,,70.7,66.5,27.7,69.2,,54.2,0,2,62,30.0,96.4,5.0,3,3,0,1,4,2,3.2,340,6.4,100.0,3,3,-0.7,1.4,0,0,0.0,100.0,3,0,0.0,3,4.8,0,1,,62.7,64.5,67.4,63.9,,,0,0,3,,98.6,0.0,0,0,0,0,0,0,0.0,23,7.7,0,100.0,9,10,-1.7,1.28,1,0,0.0,90.0,9,0,0.0,11,17.5,0,2,,65.6,64.2,70.4,63.9,,,0,0,11,,91.7,0.0,0,0,0,0,0,0,0.0,60,6.0,1.25
Brady McBride,77641,QB,TEXAS ST,1,-16.92,0,58,314,54.8,31,36,14.0,3.12,0,2,4.9,47.2,17,25,0.0,46,79.3,0,16,,42.4,67.0,77.4,62.0,,69.2,0,1,51,16.0,56.3,8.7,4,6,0,5,0,1,2.0,228,6.3,72.0,25,28,8.8,2.86,0,2,6.5,64.3,18,17,0.0,36,62.1,0,10,,37.0,69.0,76.8,64.8,,67.0,0,1,39,17.6,63.2,8.3,3,5,0,3,0,1,2.6,151,5.4,56.3,16,19,11.2,2.68,0,0,0.0,47.4,9,10,0.0,22,37.9,0,8,,67.6,65.2,73.0,60.0,,70.6,0,0,24,10.0,65.5,4.5,1,2,0,3,0,0,0.0,109,5.7,0,100.0,10,11,-3.5,1.5,0,0,0.0,90.9,10,2,0.0,12,20.7,0,2,,65.8,71.0,70.7,66.0,,64.1,0,0,12,0.0,79.2,0.0,0,1,0,1,0,0,0.0,32,2.9,0.35
Dorian Thompson-Robinson,83574,QB,UCLA,1,-13.03,0,54,324,60.0,35,39,11.1,3.07,0,0,0.0,51.3,20,22,4.8,51,94.4,1,18,,70.9,69.9,78.1,63.2,,73.1,0,1,54,22.7,64.7,9.8,5,7,0,4,1,0,0.0,206,5.3,62.5,32,34,10.7,2.9,0,0,0.0,55.9,19,17,5.0,43,79.6,1,14,,70.5,70.5,77.7,64.9,,72.2,0,1,46,23.5,61.2,9.3,4,4,0,2,0,0,0.0,202,5.9,60.0,5,7,7.6,3.04,0,0,0.0,42.9,3,5,0.0,11,20.4,0,4,,65.6,61.8,70.8,55.6,,65.7,0,0,11,20.0,89.9,9.1,1,3,0,2,1,0,0.0,18,2.6,0,100.0,2,2,-3.0,0.6,0,0,0.0,100.0,2,0,0.0,3,5.6,0,0,,62.7,60.3,66.6,60.2,,,0,0,3,,95.8,0.0,0,0,0,0,0,0,0.0,14,7.0,-3.37
Bryce Young,123943,QB,ALABAMA,1,4.03,0,54,103,77.8,36,38,10.9,3.64,0,2,5.1,68.4,26,13,7.1,48,88.9,2,23,,69.6,83.7,30.1,81.1,,72.2,0,0,49,15.4,115.6,4.2,2,8,0,2,2,0,0.0,355,9.3,76.7,30,31,9.9,3.51,0,2,6.3,71.0,22,11,4.3,41,75.9,1,18,,69.1,81.9,27.7,77.4,,75.3,0,0,42,18.2,111.0,4.9,2,7,0,1,1,0,0.0,290,9.4,90.9,11,12,6.3,2.87,0,0,0.0,75.0,9,2,10.0,13,24.1,1,6,,66.0,73.9,71.0,76.8,,57.3,0,0,13,0.0,119.8,0.0,0,1,0,1,1,0,0.0,79,6.6,0,100.0,5,5,-5.0,1.1,0,0,0.0,100.0,5,0,0.0,6,11.1,0,1,,64.2,63.5,68.6,63.2,,,0,0,6,,79.2,0.0,0,0,0,0,0,0,0.0,14,2.8,-2.77
Bailey Zappe,60396,QB,W KENTUCKY,1,-14.29,0,52,346,85.3,34,36,8.1,2.4,2,2,5.0,75.0,27,3,6.9,39,75.0,2,15,,69.2,90.0,76.9,90.2,,57.3,0,0,43,66.7,119.6,5.1,2,1,0,0,2,0,0.0,315,8.8,88.9,27,28,7.4,2.06,1,2,6.5,85.7,24,1,0.0,29,55.8,0,16,,68.4,87.3,76.3,86.5,,,0,0,32,100.0,144.8,3.4,1,0,0,0,3,0,0.0,285,10.2,85.0,20,21,2.4,2.09,1,0,0.0,71.4,15,2,11.8,23,44.2,2,4,,67.6,76.9,73.0,78.8,,57.3,0,0,24,50.0,81.1,4.3,1,1,0,0,0,0,0.0,98,4.7,0,92.3,13,13,-2.2,1.1,0,0,0.0,92.3,12,0,0.0,13,25.0,0,5,,66.0,64.8,71.0,64.5,,,0,0,13,,114.1,0.0,0,0,0,0,1,0,0.0,68,5.2,-5.51
Brennan Armstrong,77696,QB,VIRGINIA,1,-12.3,0,49,335,75.8,33,38,12.7,3.04,0,4,10.5,63.2,24,16,4.0,44,89.8,1,17,,71.6,90.4,77.0,88.5,,72.7,4,0,44,12.5,122.6,4.5,2,4,0,1,3,0,0.0,379,10.0,75.8,33,36,10.8,2.75,0,4,11.1,69.4,25,11,0.0,42,85.7,0,17,,71.5,88.5,76.9,84.8,,72.7,3,0,42,18.2,137.8,4.8,2,4,0,0,4,0,0.0,353,9.8,100.0,5,7,9.8,3.4,0,0,0.0,57.1,4,5,20.0,7,14.3,1,2,,64.6,82.1,69.1,81.6,,,1,0,7,0.0,75.3,0.0,0,0,0,1,0,0,0.0,43,6.1,0,100.0,5,5,-3.2,1.14,0,0,0.0,100.0,5,0,0.0,5,10.2,0,2,,63.8,65.8,68.1,65.5,,,0,0,5,,120.4,0.0,0,0,0,0,1,0,0.0,17,3.4,-3.67
Jeff Sims,122496,QB,GA TECH,1,-21.21,0,47,176,72.2,36,39,10.9,2.8,1,2,4.8,59.0,23,12,11.5,42,89.4,3,14,,72.0,66.3,77.5,62.1,59.5,68.0,0,1,45,8.3,95.7,2.4,1,2,0,2,3,2,4.4,276,7.1,75.0,32,33,7.6,2.61,0,0,0.0,66.7,22,10,8.3,35,74.5,2,11,,71.7,71.9,76.8,66.4,,70.7,0,0,36,10.0,92.6,2.9,1,1,0,1,1,0,0.0,197,6.0,77.8,9,11,14.2,3.0,1,2,15.4,45.5,5,3,28.6,12,25.5,2,4,,66.2,53.3,72.0,55.2,59.5,57.3,0,1,14,0.0,80.7,0.0,0,1,0,1,2,2,14.3,103,9.4,0,100.0,5,5,-4.2,1.9,0,0,0.0,80.0,4,1,20.0,5,10.6,1,1,,63.8,65.8,68.1,65.5,,,0,0,5,0.0,86.7,0.0,0,0,0,0,0,0,0.0,24,4.8,3.39
Jake Bentley,40788,QB,S ALABAMA,1,0.26,0,47,288,72.2,36,37,12.3,3.08,0,4,10.3,70.3,26,21,0.0,43,91.5,0,14,,70.2,76.8,76.9,76.0,,62.1,1,2,45,19.0,109.2,9.3,4,2,0,0,4,3,6.7,311,8.4,73.1,26,26,9.8,3.12,0,2,7.4,73.1,19,14,0.0,30,63.8,0,8,,69.3,68.9,76.1,67.6,,62.1,0,2,31,14.3,73.9,6.7,2,2,0,0,1,3,9.7,188,7.2,78.6,14,15,12.9,2.65,0,2,12.5,73.3,11,8,0.0,17,36.2,0,6,,66.8,82.3,72.0,81.5,,,1,0,18,25.0,139.4,11.8,2,0,0,0,3,0,0.0,132,8.8,0,100.0,4,4,-1.8,1.55,0,0,0.0,100.0,4,1,0.0,4,8.5,0,0,,63.3,65.0,67.4,64.7,,,0,0,4,0.0,79.2,0.0,0,0,0,0,0,0,0.0,9,2.3,1.57
Tanner Mordecai,77656,QB,SMU,1,-21.43,0,46,287,77.1,35,37,13.0,2.9,0,1,2.6,67.6,25,16,7.4,41,89.1,2,20,,70.5,88.5,77.0,86.7,,67.9,0,0,43,6.3,129.2,2.4,1,3,0,2,3,1,2.3,389,10.5,88.5,26,28,9.9,2.75,0,1,3.4,78.6,22,9,4.3,30,65.2,1,15,,69.8,90.0,76.3,90.0,,64.5,0,0,31,0.0,136.0,0.0,0,2,0,2,2,1,3.2,306,10.9,64.3,14,14,12.9,2.72,0,0,0.0,57.1,8,7,11.1,16,34.8,1,7,,66.7,72.6,71.8,69.4,,64.3,0,0,17,14.3,109.5,6.3,1,1,0,0,1,0,0.0,121,8.6,0,100.0,5,5,-3.0,1.46,0,0,0.0,100.0,5,0,0.0,5,10.9,0,2,,63.8,65.6,68.1,65.4,,,0,0,5,,98.3,0.0,0,0,0,0,0,0,0.0,38,7.6,-2.29
Kenny Pickett,60515,QB,PITTSBURGH,1,-25.89,0,45,268,77.4,31,34,10.2,3.25,0,1,2.7,58.8,20,10,16.7,40,88.9,4,16,,70.9,80.2,77.6,78.9,,65.4,0,0,44,20.0,104.2,5.0,2,4,0,3,2,0,0.0,273,8.0,83.3,30,32,7.6,2.83,0,1,2.9,68.8,22,7,12.0,36,80.0,3,12,,70.7,79.3,77.4,79.5,,62.0,0,0,40,28.6,111.6,5.6,2,2,0,2,2,0,0.0,241,7.5,66.7,6,7,13.0,4.02,0,0,0.0,42.9,3,3,25.0,9,20.0,1,4,,65.1,71.2,69.8,66.3,,65.9,0,0,9,0.0,68.2,0.0,0,2,0,1,0,0,0.0,51,7.3,0,100.0,5,5,-2.4,1.66,0,0,0.0,100.0,5,0,0.0,5,11.1,0,0,,63.8,65.7,68.1,65.4,,,0,0,5,,82.5,0.0,0,0,0,0,0,0,0.0,19,3.8,-0.24
Devin Leary,77628,QB,NC STATE,1,3.24,0,43,248,72.7,33,36,10.6,2.82,0,4,10.8,52.8,19,14,20.8,37,86.0,5,11,,69.8,85.3,76.2,81.9,,70.3,0,0,38,7.1,97.5,2.7,1,0,0,3,2,0,0.0,284,7.9,78.8,33,37,9.2,2.71,1,3,8.1,56.8,21,13,19.2,38,88.4,5,12,,69.8,83.8,76.2,80.2,,70.3,0,0,38,7.7,100.3,2.6,1,0,0,3,2,0,0.0,292,7.9,60.0,5,5,5.6,2.1,0,1,16.7,60.0,3,1,0.0,5,11.6,0,1,,64.2,70.7,68.6,70.4,,,0,0,6,0.0,67.1,0.0,0,0,0,0,0,0,0.0,18,3.6,0,100.0,5,6,-3.4,1.57,1,0,0.0,83.3,5,0,0.0,6,14.0,0,2,,64.2,63.4,68.6,63.1,,,0,0,6,,84.7,0.0,0,0,0,0,0,0,0.0,26,4.3,-4.29
Holton Ahlers,77651,QB,E CAROLINA,1,-15.52,0,43,156,64.5,31,32,10.9,2.59,0,1,2.9,56.3,18,16,10.0,38,88.4,2,8,,23.1,41.3,77.3,43.8,,48.8,0,0,41,25.0,102.2,10.5,4,2,0,1,2,2,4.9,249,7.8,71.4,28,29,7.6,2.46,0,0,0.0,65.5,19,16,5.0,35,81.4,1,7,,22.0,42.0,77.0,44.8,,48.8,0,0,36,25.0,97.8,11.4,4,2,0,1,1,1,2.8,206,7.1,62.5,8,8,14.6,2.46,0,1,10.0,50.0,4,0,20.0,8,18.6,1,3,,65.4,55.1,70.1,55.1,,,0,0,10,,120.8,0.0,0,0,0,0,1,1,10.0,72,9.0,0,100.0,5,5,-1.8,1.48,0,0,0.0,100.0,5,0,0.0,5,11.6,0,2,,63.8,65.7,68.1,65.4,,,0,0,5,,90.8,0.0,0,0,0,0,0,0,0.0,29,5.8,1.9
Kedon Slovis,100580,QB,USC,1,20.5,0,42,326,72.0,25,27,12.8,2.94,1,3,10.3,63.0,17,7,5.6,32,76.2,1,11,,19.4,61.9,21.9,65.5,,53.4,0,1,34,42.9,76.9,9.4,3,2,0,1,0,2,5.9,245,9.1,76.2,21,23,9.2,2.6,1,3,12.5,65.2,15,7,6.3,27,64.3,1,9,,17.4,63.5,19.0,66.2,,57.8,0,1,28,42.9,68.8,11.1,3,1,0,1,0,2,7.1,168,7.3,85.7,14,14,7.2,2.54,0,0,0.0,85.7,12,1,0.0,15,35.7,0,4,,66.5,63.0,71.6,65.4,,57.0,0,0,16,0.0,105.7,0.0,0,1,0,0,0,0,0.0,131,9.4,0,100.0,10,10,-2.7,1.43,0,0,0.0,100.0,10,1,0.0,10,23.8,0,2,,65.4,67.9,70.1,67.6,,,0,0,10,0.0,89.2,0.0,0,0,0,0,0,0,0.0,54,5.4,2.06
Steven Krajewski,77650,QB,UCONN,1,-26.67,0,42,146,57.7,26,30,11.3,2.61,1,3,9.4,46.7,14,10,6.7,35,83.3,1,6,,70.6,50.6,76.5,47.6,,61.4,2,2,37,30.0,38.2,8.6,3,2,0,1,0,3,8.1,180,6.0,66.7,27,30,8.5,2.35,1,2,6.1,60.0,18,9,0.0,35,83.3,0,6,,70.6,49.6,76.5,45.6,,64.1,2,2,38,33.3,59.6,8.6,3,1,0,0,1,3,7.9,174,5.8,60.0,5,6,6.6,3.01,0,1,16.7,33.3,2,2,33.3,7,16.7,1,2,,64.6,62.1,69.5,66.0,,57.3,0,0,7,0.0,69.4,0.0,0,1,0,1,0,0,0.0,57,9.5,0,100.0,6,6,-5.0,1.7,0,0,0.0,100.0,6,1,0.0,7,16.7,0,2,,64.9,59.4,69.5,59.1,,,0,0,8,0.0,141.7,0.0,0,0,0,0,1,0,0.0,51,8.5,3.7
Garrett Shrader,98212,QB,SYRACUSE,1,-8.28,0,42,304,53.6,28,29,15.1,2.92,0,2,6.9,37.9,11,12,26.7,37,88.1,4,11,,74.0,82.5,77.3,70.5,,78.5,1,0,37,8.3,85.3,2.7,1,7,0,0,2,1,2.7,199,6.9,64.3,28,29,12.3,2.68,0,2,6.9,48.3,14,11,22.2,35,83.3,4,12,,74.0,90.2,77.2,81.6,,79.0,1,0,35,9.1,95.8,2.9,1,5,0,0,2,0,0.0,212,7.3,40.0,5,5,14.6,3.36,0,0,0.0,40.0,2,1,0.0,7,16.7,0,1,,64.6,47.6,69.1,43.2,,62.0,0,0,7,0.0,55.4,0.0,0,2,0,0,0,1,14.3,24,4.8,0,100.0,5,5,-1.4,1.82,0,0,0.0,100.0,5,0,0.0,5,11.9,0,2,,63.8,80.4,68.1,80.0,,,0,0,5,,97.5,0.0,0,0,0,0,0,0,0.0,37,7.4,-2.51
Chase Cunningham,78533,QB,MIDDLE TN,1,10.0,0,42,224,72.4,29,29,12.8,3.1,0,3,9.7,62.1,18,9,14.3,35,83.3,3,15,,70.6,77.2,76.7,82.5,,55.5,0,0,37,11.1,128.0,2.9,1,5,0,0,4,0,0.0,241,8.3,75.0,20,20,11.8,3.03,0,3,14.3,65.0,13,5,13.3,23,54.8,2,9,66.7,70.1,81.3,75.9,86.1,62.8,59.2,0,0,24,0.0,125.2,0.0,0,3,0,0,3,0,0.0,141,7.1,81.3,16,16,7.3,2.49,0,0,0.0,75.0,12,4,7.7,19,45.2,1,8,,67.1,64.3,72.4,68.5,,52.9,0,0,20,25.0,126.0,5.3,1,2,0,0,1,0,0.0,156,9.8,0,100.0,7,7,-2.9,1.2,0,0,0.0,100.0,7,0,0.0,7,16.7,0,2,66.7,65.2,67.0,69.5,66.4,62.8,,0,0,7,,100.0,0.0,0,0,0,0,0,0,0.0,56,8.0,2.7
Daniel Richardson,97103,QB,C MICHIGAN,1,9.52,0,41,134,82.8,29,37,9.4,2.41,2,2,5.4,56.8,21,11,12.5,38,92.7,3,12,,69.3,76.2,76.8,76.8,,57.0,0,0,38,0.0,106.3,0.0,0,1,3,3,3,0,0.0,265,7.2,85.7,21,28,9.5,2.39,2,2,7.1,57.1,16,6,11.1,29,70.7,2,12,,68.7,78.9,76.4,81.1,58.9,57.0,0,0,29,0.0,111.5,0.0,0,1,3,2,2,0,0.0,255,9.1,81.8,11,12,5.3,2.4,0,0,0.0,66.7,8,5,11.1,12,29.3,1,2,,65.8,61.5,70.7,61.3,,,0,0,12,0.0,101.7,0.0,0,0,0,1,1,0,0.0,47,3.9,0,100.0,3,3,-5.0,2.1,0,0,0.0,100.0,3,0,0.0,3,7.3,0,2,,62.7,61.9,68.2,63.9,58.9,,0,0,3,,118.1,0.0,0,0,0,0,0,0,0.0,37,12.3,-5.19
Austin Kendall,40056,QB,LA TECH,1,-9.72,0,41,208,80.0,25,27,9.0,2.81,0,0,0.0,66.7,18,13,10.0,34,82.9,2,12,,70.1,59.5,76.3,59.3,,58.3,0,1,36,46.2,107.2,17.6,6,1,0,2,2,1,2.8,261,9.7,81.3,16,18,2.8,2.63,0,0,0.0,72.2,13,10,0.0,24,58.5,0,8,,69.6,49.9,75.7,48.2,,58.3,0,1,27,50.0,98.8,20.8,5,1,0,2,1,1,3.7,178,9.9,80.0,15,16,11.4,2.72,0,0,0.0,62.5,10,4,16.7,17,41.5,2,5,,66.7,72.3,71.8,71.8,,,0,0,17,25.0,101.3,5.9,1,0,0,1,1,0,0.0,101,6.3,0,83.3,6,7,-1.7,1.99,0,0,0.0,71.4,5,1,0.0,7,17.1,0,1,,64.9,59.4,69.5,59.2,,,0,0,8,0.0,74.1,0.0,0,0,0,1,0,0,0.0,18,2.6,-3.58
Anthony Brown,40316,QB,OREGON,1,30.3,0,41,264,68.0,25,26,14.3,2.75,1,1,3.6,61.5,16,7,5.9,28,68.3,1,8,,71.1,67.2,75.9,59.8,,73.2,0,2,30,14.3,51.0,3.6,1,1,0,0,0,3,10.0,185,7.1,75.0,32,33,10.4,2.45,1,1,2.9,69.7,23,7,4.2,35,85.4,1,13,,71.4,66.3,76.4,59.4,,73.2,0,2,37,14.3,68.9,2.9,1,1,0,0,0,3,8.1,269,8.2,100.0,6,6,0.2,1.95,0,0,0.0,100.0,6,0,0.0,6,14.6,0,1,,64.2,74.1,68.6,73.7,,,0,0,6,,83.3,0.0,0,0,0,0,0,0,0.0,24,4.0,0,100.0,13,13,-1.7,1.59,0,0,0.0,100.0,13,0,0.0,13,31.7,0,6,,66.0,68.8,71.0,68.4,,,0,0,13,,101.3,0.0,0,0,0,0,0,0,0.0,108,8.3,-4.15
Cameron Friel,146195,QB,UNLV,1,1.58,0,41,325,77.3,22,25,12.3,3.44,1,1,4.0,68.0,17,19,0.0,37,90.2,0,14,,70.2,71.3,76.8,80.6,,49.0,0,0,37,26.3,110.1,13.5,5,7,1,1,1,1,2.7,228,9.1,81.3,16,19,9.0,3.16,1,0,0.0,68.4,13,14,0.0,27,65.9,0,9,,69.6,67.1,76.2,74.4,,51.7,0,0,27,21.4,104.7,11.1,3,5,1,1,1,0,0.0,128,6.7,77.8,9,10,13.3,3.41,1,1,10.0,70.0,7,5,0.0,14,34.1,0,5,,66.2,72.7,71.2,78.6,,53.1,0,0,14,40.0,107.1,14.3,2,2,0,0,0,1,7.1,112,11.2,0,100.0,3,4,-2.0,1.48,1,0,0.0,75.0,3,0,0.0,4,9.8,0,0,,63.3,61.6,67.4,61.4,,,0,0,4,,77.1,0.0,0,0,0,0,0,0,0.0,12,3.0,4.46
