player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Xavier Bausley,163939,T,JVILLE ST,1,100.0,0,196,59.1,75.3,51.6,0,1,47,100.0,100.0,98.9,0,1,0,96,0,0,0,96,47,47,0,96,49,0
Brock Robey,163975,G,JVILLE ST,1,100.0,0,196,54.4,44.5,54.4,0,1,47,100.0,100.0,94.7,1,3,2,96,0,0,0,96,47,47,96,0,49,0
Will O'Steen,125373,T,JVILLE ST,1,100.0,0,196,64.4,73.5,59.1,0,1,47,100.0,100.0,98.9,0,1,0,96,0,0,96,96,47,47,0,0,49,0
Clay Webb,99076,G,JVILLE ST,1,100.0,0,196,66.7,82.6,63.1,0,0,47,100.0,100.0,100.0,0,0,0,96,0,96,0,96,47,47,0,0,49,0
Treylen Brown,108550,C,JVILLE ST,1,100.0,0,196,63.7,77.3,59.2,0,0,47,100.0,100.0,100.0,0,0,0,96,96,0,0,96,47,47,0,0,49,0
Derek Bowman,123654,T,USF,1,100.0,0,327,59.9,75.3,52.2,0,1,46,100.0,100.0,98.9,0,1,0,91,0,0,0,91,48,48,0,91,43,0
Donovan Jennings,86861,T,USF,1,100.0,0,327,68.6,87.9,59.0,0,0,46,100.0,100.0,100.0,0,0,0,91,0,0,91,91,48,48,0,0,43,0
Mike Lofton,123751,C,USF,1,100.0,0,327,53.7,71.6,50.0,0,0,46,100.0,100.0,100.0,0,0,0,91,91,0,0,91,48,48,0,0,43,0
Cayden Green,173697,G,OKLAHOMA,1,100.0,0,261,63.9,66.1,62.6,0,3,47,100.0,100.0,96.8,0,3,0,89,0,89,0,89,51,51,0,0,38,0
Walter Rouse,100564,T,OKLAHOMA,1,100.0,0,261,65.4,75.3,64.5,0,0,47,100.0,100.0,100.0,1,0,0,89,0,0,89,89,51,51,0,0,38,0
Tyler Guyton,123076,T,OKLAHOMA,1,100.0,0,261,56.2,57.4,59.6,0,1,47,100.0,100.0,98.9,1,1,0,89,0,0,0,89,51,51,0,89,38,0
Andrew Raym,122940,C,OKLAHOMA,1,100.0,0,261,57.6,57.7,56.7,1,4,47,100.0,100.0,94.7,0,5,0,89,89,0,0,89,51,51,0,0,38,0
Noah Josey,126259,G,VIRGINIA,1,100.0,0,335,63.2,66.7,61.7,0,1,33,100.0,100.0,98.5,0,1,0,87,0,87,0,87,35,35,0,0,52,0
Brian Stevens,108439,C,VIRGINIA,1,100.0,1,335,75.0,84.1,69.4,0,0,33,100.0,100.0,100.0,1,0,0,87,87,0,0,87,35,35,0,0,52,0
McKale Boley,156387,T,VIRGINIA,1,100.0,0,335,88.8,48.7,91.0,0,2,33,100.0,100.0,97.0,0,2,0,87,0,0,87,87,35,35,0,0,52,0
