player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Logan Taylor,151098,T,BOSTON COL,1,100.0,0,121,65.6,68.4,62.4,0,1,42,100.0,100.0,98.8,0,1,0,94,0,0,93,94,43,43,0,0,51,1
Kyle Hergel,87427,G,BOSTON COL,1,100.0,0,121,65.9,86.1,61.8,0,0,42,100.0,100.0,100.0,0,0,0,94,0,94,0,94,43,43,0,0,51,0
Drew Kendall,143829,C,BOSTON COL,1,100.0,0,121,53.6,41.5,56.9,0,1,42,100.0,100.0,98.8,0,1,0,94,94,0,0,94,43,43,0,0,51,0
Christian Mahogany,98261,G,BOSTON COL,1,100.0,0,121,62.9,86.1,57.9,0,0,42,100.0,100.0,100.0,0,0,0,94,0,0,0,94,43,43,83,11,51,0
Ozzy Trapilo,123552,T,BOSTON COL,1,100.0,0,121,83.4,67.8,83.0,1,1,42,100.0,100.0,97.6,0,2,0,94,0,0,0,94,43,43,0,83,51,11
Andrew Kilfoyl,144486,G,USF,1,100.0,0,327,73.5,85.6,71.0,0,1,51,100.0,100.0,99.0,0,1,0,92,0,92,0,92,56,56,0,0,36,0
Derek Bowman,123654,T,USF,1,100.0,0,327,45.0,37.2,53.6,0,5,51,100.0,100.0,95.1,1,5,0,92,0,0,0,92,56,56,0,91,36,1
Zane Herring,122402,G,USF,1,100.0,0,327,66.6,58.9,68.1,0,3,51,100.0,100.0,97.1,0,3,0,92,0,0,0,92,56,56,92,0,36,0
Donovan Jennings,86861,T,USF,1,100.0,1,327,57.2,60.7,53.6,0,2,51,100.0,100.0,98.0,2,2,0,92,0,0,92,92,56,56,0,0,36,0
Treylen Brown,108550,C,JVILLE ST,1,100.0,0,196,70.7,83.4,65.6,0,0,31,100.0,100.0,100.0,1,0,0,90,90,0,0,90,33,33,0,0,57,0
