player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Mason Randolph,145991,C,BOISE ST,1,100.0,0,120,69.4,73.3,68.1,0,1,53,100.0,100.0,99.1,0,1,0,101,0,101,0,101,57,57,0,0,44,0
Kage Casey,157197,T,BOISE ST,1,100.0,0,120,75.5,85.0,67.7,1,0,53,100.0,100.0,99.1,0,1,0,101,0,0,94,101,57,57,0,0,44,7
Zach Holmes,146342,C,BOISE ST,1,100.0,0,120,59.8,53.6,67.1,0,2,53,100.0,100.0,98.1,2,2,0,101,101,0,0,101,57,57,0,0,44,0
Daylon Metoyer,190992,T,BOISE ST,1,100.0,0,120,63.4,59.5,63.0,0,4,53,100.0,100.0,96.2,0,4,0,100,0,0,0,100,57,57,0,100,43,0
Roger Carreon,163374,G,BOISE ST,1,100.0,0,120,63.0,52.1,64.5,1,1,51,100.0,100.0,98.0,0,2,0,96,0,0,0,96,55,55,96,0,41,0
Ty Buchanan,146417,T,ARIZONA,1,100.0,0,109,61.1,48.9,64.9,0,2,49,100.0,100.0,98.0,0,2,0,92,0,0,92,92,52,52,0,0,40,0
Alexander Doost,176507,G,ARIZONA,1,100.0,0,109,73.1,85.5,70.6,0,0,49,100.0,100.0,100.0,0,0,0,92,0,0,0,92,52,52,92,0,40,0
Matthew Lado,183729,T,ARIZONA,1,100.0,0,109,70.3,75.3,65.1,1,0,49,100.0,100.0,99.0,0,1,0,92,0,0,0,92,52,52,0,92,40,0
Ka'ena Decambra,146066,C,ARIZONA,1,100.0,0,109,50.4,43.2,52.4,0,0,49,100.0,100.0,100.0,1,0,0,92,92,0,0,92,52,52,0,0,40,0
Chubba Maae,142181,G,ARIZONA,1,98.9,0,109,66.3,81.6,60.5,0,2,48,98.0,98.1,97.9,0,2,0,91,0,92,0,92,51,52,0,0,40,0
Harris Sewell,170024,G,CLEMSON,1,100.0,0,140,55.4,60.9,52.7,1,2,42,100.0,100.0,96.4,0,3,0,87,0,0,0,87,48,48,87,0,39,0
Blake Miller,156248,T,CLEMSON,1,100.0,0,140,64.6,81.7,54.8,0,1,42,100.0,100.0,98.8,0,1,0,87,0,0,0,87,48,48,0,86,39,1
Tristan Leigh,144121,T,CLEMSON,1,100.0,0,140,46.0,75.0,44.1,1,1,42,100.0,100.0,97.6,2,2,0,87,0,0,86,87,48,48,0,0,39,1
Ryan Linthicum,144122,C,CLEMSON,1,100.0,0,140,51.4,82.5,45.2,0,0,42,100.0,100.0,100.0,0,0,0,87,87,0,0,87,48,48,0,0,39,0
Collin Sadler,156251,G,CLEMSON,1,100.0,0,140,51.9,31.2,52.5,0,4,41,100.0,100.0,95.1,1,4,0,86,0,84,0,86,47,47,0,0,39,2
Dalton Merryman,176436,T,HOUSTON,1,100.0,0,182,72.3,63.6,71.8,0,3,34,100.0,100.0,95.6,0,3,0,84,0,0,0,84,38,38,0,84,46,0
Nick Morrow,174222,T,CAL,1,100.0,0,130,64.6,56.7,65.6,0,2,40,100.0,100.0,97.5,0,2,0,84,0,0,84,84,46,46,0,0,38,0
Braden Miller,158392,T,CAL,1,100.0,0,130,66.3,46.3,71.3,1,0,40,100.0,100.0,98.7,0,1,0,84,0,0,0,84,46,46,7,77,38,0
Alvin Ebosele,158554,T,HOUSTON,1,100.0,0,182,69.0,76.5,64.0,0,1,34,100.0,100.0,98.5,0,1,0,84,0,0,84,84,38,38,0,0,46,0
Jordan Spasojevic-Moko,147012,G,CAL,1,100.0,0,130,62.7,66.1,61.0,0,1,40,100.0,100.0,98.7,1,1,0,84,0,84,0,84,46,46,0,0,38,0
Riley McGehee,188347,T,ARK STATE,1,100.0,0,113,58.6,54.0,59.3,1,1,52,100.0,100.0,98.1,0,2,0,83,0,0,83,83,53,53,0,0,30,0
Mason Myers,172201,C,ARK STATE,1,100.0,0,113,63.0,72.2,58.7,0,1,52,100.0,100.0,97.1,0,2,1,83,83,0,0,83,53,53,0,0,30,0
Bastian Swinney,146294,C,CAL,1,98.8,0,130,69.6,84.6,63.7,0,0,39,97.5,97.8,100.0,0,0,0,83,84,0,0,84,45,46,0,0,38,0
McKenzie Agnello,160062,G,HOUSTON,1,100.0,0,182,63.1,76.2,60.0,0,2,33,100.0,100.0,97.0,0,2,0,83,0,0,0,83,37,37,83,0,46,0
Aleric Watson,156654,T,ARK STATE,1,100.0,0,113,70.5,79.8,62.2,0,0,52,100.0,100.0,98.1,0,1,1,83,0,0,0,83,53,53,0,83,30,0
Baker North,188351,G,ARK STATE,1,100.0,0,113,54.3,54.1,61.5,0,2,52,100.0,100.0,98.1,2,2,0,83,0,83,0,83,53,53,0,0,30,0
Santos Valdez,181614,C,NEW MEX ST,1,100.0,0,242,62.5,71.0,58.0,0,1,50,100.0,100.0,99.0,0,1,0,82,81,1,0,82,56,56,0,0,26,0
Harrison Hayes,147549,G,LIBERTY,1,100.0,0,206,62.5,72.0,60.3,0,0,27,100.0,100.0,96.3,1,1,1,82,0,0,0,82,31,31,81,0,51,0
Joseph Immediato,145493,G,UTEP,1,100.0,0,330,61.4,66.3,58.2,0,1,51,100.0,100.0,95.1,0,3,2,82,0,0,0,82,59,59,75,7,23,0
Johnnie Brown III,184277,T,GA SOUTHRN,1,100.0,0,174,71.0,63.5,70.8,0,3,45,100.0,100.0,96.7,0,3,0,82,0,0,82,82,46,46,0,0,36,0
Elijah Harvey,183976,T,NEW MEX ST,1,100.0,0,242,49.3,54.1,58.3,0,5,50,100.0,100.0,95.0,2,5,0,82,0,0,1,82,56,56,0,81,26,0
Caleb Cook,147118,G,GA SOUTHRN,1,100.0,0,174,51.7,61.2,47.8,0,1,45,100.0,100.0,98.9,0,1,0,82,0,0,0,82,46,46,82,0,36,0
BJ Tolo,175687,G,NEW MEX ST,1,100.0,0,242,63.9,80.1,57.8,0,1,50,100.0,100.0,99.0,0,1,0,82,1,0,0,82,56,56,81,0,26,0
Malik Williams,128441,T,NEW MEX ST,1,100.0,0,242,49.5,42.7,58.3,2,2,50,100.0,100.0,96.0,1,4,0,82,0,0,81,82,56,56,0,1,26,0
Ivan Escobar,147467,C,UTEP,1,100.0,0,330,65.0,81.2,57.3,0,2,51,100.0,100.0,98.0,0,2,0,81,81,0,0,81,58,58,0,0,23,0
Aaron Fenimore,174929,C,LIBERTY,1,100.0,0,206,72.8,66.3,69.7,0,1,27,100.0,100.0,94.4,0,2,1,81,81,0,0,81,31,31,0,0,50,0
Maarten Woudsma,163544,G,DOMINION,1,100.0,0,263,58.2,83.0,54.8,0,0,23,100.0,100.0,100.0,0,0,0,80,0,3,0,80,26,26,77,0,54,0
Kobe Baynes,122692,G,KANSAS,1,100.0,0,198,69.9,75.5,68.4,0,1,28,100.0,100.0,98.2,0,1,0,80,0,0,0,80,30,30,80,0,50,0
George Sell,123401,G,WAKE,1,100.0,0,339,61.7,65.6,59.4,1,3,52,100.0,100.0,96.2,0,4,0,80,0,0,0,80,56,56,80,0,24,0
Melvin Siani,173280,T,WAKE,1,100.0,1,339,73.4,79.6,66.8,1,0,52,100.0,100.0,99.0,1,1,0,80,0,0,80,80,56,56,0,0,24,0
Calvin Clements,173069,T,KANSAS,1,100.0,0,198,61.0,60.1,59.6,0,2,28,100.0,100.0,96.4,0,2,0,80,0,0,80,80,30,30,0,0,50,0
Brycen Sanders,172527,C,OLE MISS,1,100.0,0,226,66.3,84.3,60.3,0,0,38,100.0,100.0,100.0,0,0,0,80,80,0,0,80,42,42,0,0,38,0
Devin Kylany,131938,C,WAKE,1,100.0,0,339,62.2,67.3,58.8,0,1,52,100.0,100.0,99.0,1,1,0,80,80,0,0,80,56,56,0,0,24,0
Fa'alili Fa'amoe,131930,T,WAKE,1,100.0,0,339,61.9,62.1,59.7,0,1,52,100.0,100.0,95.2,0,3,2,80,0,0,0,80,56,56,0,80,24,0
Patrick Kutas,163635,G,OLE MISS,1,100.0,0,226,70.9,82.3,72.9,0,0,38,100.0,100.0,100.0,1,0,0,80,0,0,0,80,42,42,80,0,38,0
Shedrick Rhodes Jr.,130602,T,OHIO,1,100.0,0,259,64.4,81.1,58.1,0,1,31,100.0,100.0,98.4,0,1,0,80,0,0,80,80,34,34,0,0,46,0
Stephon Dubose-Bourne,145357,T,DOMINION,1,100.0,0,263,65.3,81.0,60.2,0,0,23,100.0,100.0,100.0,1,0,0,80,0,0,0,80,26,26,0,78,54,0
Clinton Richard,183397,G,WAKE,1,100.0,0,339,52.2,51.6,54.1,1,4,52,100.0,100.0,95.2,1,5,0,80,0,80,0,80,56,56,0,0,24,0
Davion Weatherspoon,145888,G,OHIO,1,100.0,0,259,61.0,63.2,59.6,0,1,31,100.0,100.0,98.4,1,1,0,80,0,80,0,80,34,34,0,0,46,0
Diego Pounds,143976,T,OLE MISS,1,100.0,0,226,59.2,64.0,56.0,0,3,38,100.0,100.0,96.1,0,3,0,80,0,0,80,80,42,42,0,0,38,0
Ryan Joyce,104638,C,DOMINION,1,100.0,0,263,66.0,69.3,63.4,0,0,23,100.0,100.0,100.0,0,0,0,80,80,0,0,80,26,26,0,0,54,0
Jayden Williams,146815,T,OLE MISS,1,100.0,0,226,78.0,74.9,75.5,1,0,38,100.0,100.0,98.7,0,1,0,80,0,0,0,80,42,42,0,78,38,2
Jordon Jones,164122,T,OHIO,1,100.0,0,259,63.0,63.9,61.0,0,1,31,100.0,100.0,95.2,0,2,1,80,0,0,0,80,34,34,0,80,46,0
Mark Robinson,211484,T,UTEP,1,100.0,0,330,59.3,76.6,52.3,1,0,51,100.0,100.0,97.1,2,2,1,80,0,0,79,80,58,58,0,0,22,1
Bryce Foster,146994,C,KANSAS,1,100.0,0,198,74.4,84.4,68.9,0,0,28,100.0,100.0,100.0,0,0,0,80,80,0,0,80,30,30,0,0,50,0
