player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Darius Taylor,173422,HB,MINNESOTA,1,30,6,1,12.8,18,0,141,0,3,6,82,72.4,3,11,225,0,10,79.1,74.6,79.1,,26.0,84.3,73.3,60.0,18,0,36,4,21,31,0,0,5,34,0,141,82,2.73,4.7,1.71,20
Sam Scott,150701,HB,WYOMING,1,29,3,1,21.2,28,0,132,0,0,3,86,30.7,4,7,351,0,4,79.1,68.4,78.3,,34.7,53.8,70.0,59.3,28,0,0,0,20,33,0,0,1,29,0,132,86,2.97,4.6,0.0,25
Emmett Johnson,156473,HB,NEBRASKA,1,25,3,1,14.8,16,0,108,1,2,3,61,38.1,4,7,238,0,9,78.0,64.5,79.5,,73.7,52.7,66.4,73.6,16,0,27,7,41,26,0,0,10,32,0,108,61,2.44,4.3,0.66,16
Jonah Coleman,158717,HB,WASHINGTON,1,24,1,3,44.6,79,0,177,0,0,1,149,24.8,7,10,340,0,3,77.8,75.3,77.4,,44.0,57.9,76.5,60.0,38,0,22,1,15,27,0,0,2,25,2,177,149,6.21,7.4,1.47,21
Dewayne Coleman,163179,QB,ARMY,1,24,9,1,26.0,26,0,100,0,0,9,90,140.6,4,5,114,1,8,46.1,77.1,77.1,69.4,,,70.9,60.0,26,0,0,0,0,57,0,0,0,24,1,100,90,3.75,4.2,,9
Roman Hemby,144891,HB,INDIANA,1,23,8,1,27.5,30,0,109,0,1,8,66,107.6,3,9,190,0,7,77.6,73.8,76.0,,80.2,61.8,72.7,59.9,30,0,9,1,15,26,0,0,1,24,0,109,66,2.87,4.7,0.6,14
Lucky Sutton,158807,HB,S DIEGO ST,1,23,8,1,17.2,17,0,99,1,0,8,62,89.9,3,9,284,0,12,77.5,67.5,76.1,,78.9,39.1,70.8,58.9,17,0,3,1,19,27,0,0,2,24,2,99,62,2.7,4.3,0.16,11
Kentrel Bullock,124129,HB,S ALABAMA,1,23,6,1,15.7,20,0,127,0,0,6,87,98.7,5,7,288,1,16,36.5,69.5,74.2,,0.0,55.4,69.0,70.7,20,0,0,0,9,24,0,0,0,23,2,127,87,3.78,5.5,0.0,7
Bryson Donelson,191080,HB,FRESNO ST,1,23,3,4,55.1,92,0,167,1,0,3,83,40.1,5,7,169,1,16,39.9,76.3,76.7,,69.6,51.6,75.9,81.6,31,0,25,4,21,23,0,0,6,27,1,167,83,3.61,7.3,1.19,7
Yasin Willis,183381,HB,SYRACUSE,1,23,6,0,0.0,0,0,91,0,0,6,70,79.4,1,8,304,0,4,77.5,76.0,74.7,,80.6,54.6,74.0,66.2,14,0,0,0,10,25,0,0,0,23,3,91,70,3.04,4.0,0.0,19
Tae Meadows,156865,HB,TROY,1,23,6,2,39.8,74,0,186,0,0,6,128,139.1,6,9,318,0,15,77.5,89.1,76.0,,54.6,66.8,87.1,59.9,47,0,12,1,11,27,0,0,1,24,1,186,128,5.57,8.1,1.09,8
Hollywood Smothers,173719,HB,NC STATE,1,22,8,1,25.0,19,0,76,0,1,8,88,138.5,3,5,248,0,9,77.5,76.6,78.0,,58.8,61.0,77.7,64.3,19,0,30,4,21,30,0,0,4,26,1,76,88,4.0,3.5,1.43,12
Quinton Jackson,163001,HB,RICE,1,22,6,1,14.3,17,0,117,0,0,6,71,92.2,3,9,275,0,18,77.2,70.9,76.4,,,63.8,69.9,55.6,17,0,-6,1,3,30,2,1,1,22,1,119,77,3.5,5.4,-2.0,3
Rashod Dubinion,157020,HB,APP STATE,1,22,5,0,0.0,0,0,111,0,1,5,94,94.9,3,8,108,1,12,77.5,84.3,77.1,,74.6,66.2,86.2,60.0,13,0,31,5,28,25,0,0,6,27,1,111,94,4.27,5.0,1.11,10
Myles Montgomery,144232,HB,UCF,1,21,2,0,0.0,0,0,79,0,1,2,55,32.7,2,5,323,0,7,77.5,74.5,77.7,,26.4,69.8,74.2,71.8,13,0,71,3,27,28,0,0,4,24,0,79,55,2.62,3.8,2.63,14
Kalib Hicks,173701,HB,OKLA STATE,1,21,3,0,0.0,0,0,56,0,0,3,56,38.1,0,3,262,0,6,77.3,74.5,75.8,,50.6,54.7,74.3,59.2,8,0,0,0,7,25,0,0,0,21,0,56,56,2.67,2.7,0.0,15
Telly Johnson Jr.,188420,HB,N ILLINOIS,1,21,3,0,0.0,0,0,67,1,0,3,50,32.5,0,3,254,1,12,34.4,62.6,76.1,,46.2,42.0,67.2,58.1,9,0,2,1,16,23,0,0,2,22,0,67,50,2.38,3.2,0.13,8
Haynes King,124329,QB,GA TECH,1,20,1,3,55.8,87,0,154,0,0,1,19,5.3,5,9,176,2,10,44.2,64.0,77.2,61.7,,,62.1,60.0,45,0,0,0,0,47,2,1,0,19,3,156,20,1.0,7.8,,4
Dominic Richardson,122985,HB,TULSA,1,20,2,2,50.7,72,0,142,0,0,2,73,34.8,3,5,320,0,6,77.0,77.9,75.6,,67.9,56.5,77.9,60.0,57,0,6,1,15,25,0,0,2,21,1,142,73,3.65,7.1,0.4,14
Hayden Reed,163213,HB,ARMY,1,19,5,1,42.0,37,0,88,0,0,5,35,48.5,2,5,114,1,6,30.0,58.7,80.7,,62.1,55.7,59.3,58.0,37,0,0,0,5,51,0,0,0,19,1,88,35,1.84,4.6,0.0,2
CJ Donaldson,157372,HB,OHIO STATE,1,19,0,0,0.0,0,0,67,0,0,0,43,0.0,0,4,260,0,15,76.7,71.1,76.4,,76.1,61.5,70.4,60.0,8,0,9,1,13,25,0,0,1,20,1,67,43,2.26,3.5,0.69,4
Jay Ducker,130550,HB,TEMPLE,1,19,2,2,57.0,73,0,128,0,0,2,44,22.1,2,5,306,0,6,76.5,68.0,76.6,,74.7,57.3,68.8,56.4,55,0,5,2,11,23,0,0,2,21,0,128,44,2.32,6.7,0.45,13
Seth McGowan,122936,HB,KENTUCKY,1,18,3,0,0.0,0,0,78,1,0,3,44,40.7,0,3,202,0,17,76.2,70.9,76.5,,77.5,32.2,75.0,60.0,7,0,0,0,13,20,0,0,1,18,1,78,44,2.44,4.3,0.0,1
Nahree Biggins,145711,HB,C MICHIGAN,1,18,4,1,16.7,17,0,102,0,0,4,72,84.2,4,6,134,0,9,76.4,84.4,76.6,,67.7,75.2,79.9,57.0,17,0,9,1,4,30,0,0,1,19,0,102,72,4.0,5.7,2.25,9
Kiael Kelly,145634,QB,BALL ST,1,18,8,0,0.0,0,0,40,0,0,2,18,29.8,3,4,117,0,9,73.0,55.6,75.9,44.2,,,64.6,60.0,12,0,0,0,0,24,38,7,0,11,0,78,73,4.06,4.3,,2
Jahiem White,173192,HB,W VIRGINIA,1,18,9,1,20.4,19,0,93,0,1,9,83,230.6,2,5,343,0,5,76.2,71.3,77.1,,52.5,60.0,70.8,70.1,19,0,12,2,13,30,0,0,2,20,2,93,83,4.61,5.2,0.92,13
Tommy Castellanos,158433,QB,FLORIDA ST,1,18,4,0,0.0,0,0,45,0,0,1,26,18.1,3,6,167,0,7,73.3,75.9,76.7,77.8,,,64.7,60.0,14,0,0,0,0,43,35,6,0,12,1,80,73,4.06,4.4,,2
Marquis Gillis,151714,HB,DELWARE ST,1,17,5,2,60.8,76,0,125,0,0,5,131,192.6,3,4,152,0,2,75.9,76.6,0.0,,0.0,85.0,77.0,59.6,45,1,46,3,13,22,0,0,4,20,0,125,131,7.71,7.4,3.54,15
Kaelon Black,138448,HB,INDIANA,1,17,2,1,39.1,36,0,92,0,0,2,42,29.1,2,5,190,0,9,75.8,65.8,74.3,,85.0,55.7,64.7,,36,0,0,0,8,17,0,0,0,17,1,92,42,2.47,5.4,0.0,8
Caden Durham,184449,HB,LSU,1,17,4,2,52.7,39,0,74,0,0,4,58,68.2,2,4,211,0,8,76.5,74.5,76.5,,77.2,72.3,72.6,60.0,24,0,22,3,16,24,0,0,4,20,1,74,58,3.41,4.4,1.38,9
Robby Ashford,131702,QB,WAKE,1,17,3,0,0.0,0,0,23,0,0,3,20,41.7,1,3,339,0,3,73.4,65.2,26.3,68.1,,,60.0,60.0,11,1,0,0,0,38,19,5,0,12,1,42,41,2.41,2.5,,2
Kam Thomas,149138,HB,UTEP,1,17,5,1,37.0,17,0,46,0,1,5,44,73.9,2,1,330,0,2,79.6,60.1,77.4,,64.0,53.4,65.5,60.1,17,0,26,4,33,25,0,0,5,21,0,46,44,2.59,2.7,0.79,15
Jevon Jackson,149110,HB,UAB,1,17,7,3,66.3,110,0,166,0,0,7,92,222.8,4,6,321,0,4,76.5,89.6,73.1,,71.8,57.7,83.7,73.4,48,0,0,0,3,19,0,0,0,17,2,166,92,5.41,9.8,0.0,13
Cam Cook,173133,HB,JVILLE ST,1,17,6,1,32.0,24,0,75,0,1,6,49,96.1,1,4,196,0,4,76.2,74.2,77.6,,73.5,68.6,73.2,70.9,24,0,43,4,25,29,0,0,4,21,0,75,49,2.88,4.4,1.72,13
Davon Booth,174754,HB,MISS STATE,1,16,5,1,20.0,16,0,80,0,0,5,56,102.9,3,7,227,0,7,75.5,82.6,75.0,,52.4,65.9,82.7,,16,0,12,1,9,16,0,0,1,17,1,80,56,3.5,5.0,1.33,8
Quintrevion Wisner,176190,HB,TEXAS,1,16,4,0,0.0,0,0,80,0,0,4,41,60.3,1,5,311,0,10,75.6,74.5,76.6,,77.3,51.5,76.9,58.3,13,0,5,1,16,22,0,0,2,17,0,80,41,2.56,5.0,0.31,6
Kewan Lacy,190221,HB,OLE MISS,1,16,13,2,53.7,58,0,108,0,0,13,96,487.5,2,8,226,0,8,75.5,81.8,76.4,,79.5,53.4,83.4,69.1,42,0,0,0,19,25,0,0,0,16,3,108,96,6.0,6.8,0.0,8
Devon Dampier,171556,QB,UTAH,1,16,5,1,18.4,16,0,55,0,0,2,25,41.3,1,8,328,0,6,73.0,78.5,77.3,72.0,,,72.2,60.0,16,0,0,0,0,44,32,5,0,11,1,87,45,2.81,5.4,,4
Justice Haynes,172379,HB,MICHIGAN,1,16,1,2,72.3,115,0,159,0,3,1,92,127.8,2,7,222,0,7,75.5,75.9,76.5,,77.8,66.6,75.3,60.0,59,0,6,2,16,18,0,0,2,18,3,159,92,5.75,9.9,0.38,8
Coleman Bennett,142986,HB,KENNESAW,1,16,5,1,29.2,19,0,65,0,0,5,54,99.3,1,4,200,0,13,75.8,65.8,76.3,,61.6,56.9,66.8,57.4,19,0,1,1,14,24,0,0,2,17,1,65,54,3.38,4.1,0.07,3
Jeremiah Cobb,172443,HB,AUBURN,1,16,2,0,0.0,0,0,74,0,0,2,35,25.7,0,5,115,0,7,75.5,69.3,75.6,,31.7,58.8,70.6,59.0,9,0,0,1,8,20,0,0,1,17,1,74,35,2.19,4.6,0.0,9
Robert Henry Jr.,174094,HB,UTSA,1,16,7,4,75.1,133,0,177,0,0,7,130,299.3,5,6,331,0,5,75.6,77.4,75.8,,73.2,59.3,79.6,60.0,75,0,-9,3,18,17,0,0,5,19,2,177,130,8.13,11.1,-0.5,11
NaQuari Rogers,160350,HB,UTAH,1,16,0,0,0.0,0,0,61,0,0,0,38,0.0,1,6,328,0,9,75.8,69.5,76.5,,79.1,58.4,69.5,56.8,10,0,6,1,11,25,0,0,1,17,1,61,38,2.38,3.8,0.55,7
Jackson Arnold,173684,QB,AUBURN,1,16,11,2,32.0,48,0,72,0,0,2,21,65.6,6,10,115,1,6,28.6,77.0,77.0,59.0,,,77.5,60.0,27,0,0,0,0,43,78,8,0,8,2,150,70,4.38,9.4,,0
Turbo Richard,190199,HB,BOSTON COL,1,16,6,0,0.0,0,0,48,0,0,6,46,107.8,0,4,121,0,11,75.5,62.1,76.9,,71.5,51.0,64.8,60.0,8,0,0,0,19,17,0,0,1,16,1,48,46,2.88,3.0,0.0,5
Damari Alston,157037,HB,AUBURN,1,16,7,0,0.0,0,0,84,0,0,7,66,180.5,3,8,115,0,11,75.5,69.9,74.8,,19.0,55.6,71.9,58.6,11,0,0,0,10,22,0,0,0,16,1,84,66,4.13,5.3,0.0,5
Jamal Haynes,143918,HB,GA TECH,1,16,0,0,0.0,0,0,65,1,0,0,43,0.0,1,4,176,0,7,75.5,57.4,76.7,,,43.5,59.9,63.6,12,0,27,1,12,37,0,0,2,17,0,65,43,2.69,4.1,2.25,9
Sieh Bangura,145886,HB,OHIO,1,16,2,3,66.3,57,0,86,0,0,2,39,28.7,4,4,259,0,8,75.5,55.3,0.0,,40.7,58.4,59.2,58.2,24,1,5,1,14,21,0,0,1,17,0,86,39,2.44,5.4,0.36,8
Jalen Dupree,191053,HB,COLO STATE,1,15,2,3,58.7,54,0,92,0,0,2,37,29.0,3,3,144,0,5,75.2,66.6,74.9,,26.6,58.3,70.3,58.1,20,0,0,2,19,19,0,0,2,17,1,92,37,2.47,6.1,0.0,10
Kenyon Clay,156837,HB,ARK STATE,1,15,2,0,0.0,0,0,41,0,0,2,30,25.0,0,3,113,0,5,75.2,67.2,73.2,,10.7,68.1,67.7,60.0,8,0,7,1,8,16,0,0,1,16,1,41,30,2.0,2.7,0.88,10
CharMar Brown,174409,HB,MIAMI FL,1,15,2,0,0.0,0,0,54,0,0,2,51,40.0,0,3,220,0,11,75.2,69.4,74.2,,,63.9,68.6,,8,0,17,2,11,15,0,0,2,17,1,54,51,3.4,3.6,1.55,4
Daelen Alexander,173224,HB,RICE,1,15,4,0,0.0,0,0,74,0,0,4,60,106.7,1,6,275,0,9,75.2,63.3,74.8,,19.6,55.3,67.8,45.9,10,0,0,0,5,21,0,0,0,15,0,74,60,4.0,4.9,0.0,6
Mark Fletcher Jr.,175374,HB,MIAMI FL,1,15,4,1,22.7,15,0,66,0,0,4,39,65.0,2,4,220,0,10,75.2,71.5,74.3,,59.7,56.3,72.9,,15,0,8,1,11,15,0,0,1,16,0,66,39,2.6,4.4,0.73,5
Dean Connors,156624,HB,HOUSTON,1,15,2,1,30.0,15,0,50,0,0,2,46,36.1,1,1,182,0,4,75.2,66.6,75.1,,23.9,63.1,69.6,58.8,15,0,1,2,8,19,0,0,2,17,0,50,46,3.07,3.3,0.13,11
Makhi Frazier,190321,HB,MICH STATE,1,15,3,2,38.6,44,0,114,0,0,3,39,48.8,3,3,223,0,6,75.2,77.5,76.1,,78.0,59.4,76.7,60.0,28,0,-5,1,9,16,0,0,1,16,1,114,39,2.6,7.6,-0.56,9
Marcellous Hawkins,200025,HB,VA TECH,1,15,4,0,0.0,0,0,58,1,0,4,45,80.0,1,4,337,0,2,75.2,65.0,76.6,,82.3,38.5,69.8,59.3,11,0,0,0,18,22,0,0,1,15,0,58,45,3.0,3.9,0.0,13
Alex Tecza,162587,HB,NAVY,1,15,4,1,24.7,22,0,89,0,2,4,47,117.5,3,9,237,0,10,75.2,70.5,78.6,,79.3,75.8,70.3,44.1,22,1,10,1,6,31,0,0,1,16,1,89,47,3.13,5.9,1.67,1
Trey Kukuk,198675,QB,LA TECH,1,15,2,0,0.0,0,0,48,0,0,1,21,10.7,1,4,208,0,9,73.9,76.2,76.0,71.5,,,68.9,60.0,10,1,0,0,0,31,9,1,0,14,0,57,27,1.8,3.8,,4
Terrell Washington Jr.,170178,HB,IOWA,1,15,2,0,0.0,0,0,69,0,0,2,34,28.3,1,3,192,0,3,75.2,65.0,75.6,,,59.3,65.0,58.7,13,0,2,1,9,18,0,0,2,16,0,69,34,2.27,4.6,0.22,12
CJ Stokes,162827,HB,CHARLOTTE,1,15,1,0,0.0,0,0,49,0,0,1,30,11.8,0,2,136,0,7,75.5,63.9,75.6,,80.5,59.7,63.4,59.1,9,0,6,2,13,18,0,0,2,17,0,49,30,2.0,3.3,0.46,8
Gavin Garcia,156916,HB,KENT STATE,1,15,2,0,0.0,0,0,49,0,0,2,46,40.9,0,1,201,0,12,75.2,53.4,73.7,,,55.4,54.6,58.8,8,0,0,0,8,19,0,0,0,15,0,49,46,3.07,3.3,0.0,3
Anthony Hankerson,157691,HB,OREGON ST,1,14,3,0,0.0,0,0,44,0,2,3,38,75.4,2,3,265,0,4,74.9,55.7,76.8,,17.5,65.0,56.5,58.0,14,0,22,4,17,20,0,0,5,18,1,44,38,2.71,3.1,1.29,10
Chip Trayanum,131631,HB,TOLEDO,1,14,1,0,0.0,0,0,41,1,0,1,28,11.8,1,2,316,0,9,74.9,62.4,75.9,,83.1,53.3,63.1,60.0,12,0,42,3,24,16,0,0,5,17,0,41,28,2.0,2.9,1.75,5
Chris McMillian,198175,HB,BOWL GREEN,1,14,3,0,0.0,0,0,46,0,0,3,38,54.3,2,3,122,0,12,74.8,61.8,73.3,,71.8,60.1,61.3,,14,0,5,1,5,14,0,0,1,15,0,46,38,2.71,3.3,1.0,2
Bryson Washington,174649,HB,BAYLOR,1,14,4,1,33.3,18,0,54,0,0,4,48,85.7,2,3,118,0,2,74.8,67.8,77.5,,58.3,54.8,72.4,,18,0,2,2,27,14,0,0,4,16,0,54,48,3.43,3.9,0.07,12
Maurice Turner,156329,HB,TULANE,1,14,7,2,38.4,33,0,86,2,1,7,51,194.3,3,5,319,0,7,75.3,63.5,76.9,,73.0,28.7,72.7,59.1,18,0,4,1,16,20,0,0,4,15,0,86,51,3.64,6.1,0.25,7
Dilin Jones,183664,HB,WISCONSIN,1,14,5,0,0.0,0,0,73,0,1,5,64,161.3,1,5,349,0,6,74.9,71.3,76.2,,77.0,65.7,70.5,60.0,11,0,8,3,12,16,0,0,3,17,0,73,64,4.57,5.2,0.67,8
Antwan Raymond,190489,HB,RUTGERS,1,14,6,1,33.3,29,0,87,0,0,6,68,208.2,3,5,278,0,5,74.8,80.4,74.9,,80.6,58.4,76.6,60.0,29,0,0,0,3,19,0,0,0,14,1,87,68,4.86,6.2,0.0,9
Oscar Adaway III,100835,HB,S CAROLINA,1,14,3,1,38.3,23,0,60,0,2,3,41,91.5,1,3,289,0,7,74.8,72.2,74.8,,,78.3,68.1,70.5,23,0,23,2,10,22,0,0,2,16,0,60,41,2.93,4.3,2.3,7
Daniel Hishaw Jr.,122562,HB,KANSAS,1,14,3,1,22.5,20,0,89,0,0,3,49,75.0,2,7,198,0,7,75.2,76.5,76.4,,77.6,51.4,80.3,58.2,20,0,0,0,20,18,0,0,0,14,1,89,49,3.5,6.4,0.0,7
Brendan Sorsby,156398,QB,CINCINNATI,1,14,2,0,0.0,0,0,37,0,0,0,17,0.0,1,8,138,0,3,72.0,69.5,76.3,46.1,,,85.5,60.0,29,0,0,0,0,24,59,6,0,8,2,96,41,2.93,6.9,,3
Dante Dowdell,174131,HB,KENTUCKY,1,14,1,2,73.6,95,0,129,0,0,1,30,14.3,2,4,202,0,11,75.2,80.2,76.6,,73.1,60.3,79.4,59.0,79,0,-1,1,7,22,0,0,1,15,1,129,30,2.14,9.2,-0.14,2
Devin Mockobee,145111,HB,PURDUE,1,14,6,0,0.0,0,0,59,0,1,6,52,162.5,2,4,273,1,10,27.5,65.3,76.0,,62.2,65.0,64.5,60.0,13,0,45,2,16,17,0,0,2,16,1,59,52,3.71,4.2,2.81,4
Ethan Vasko,163817,QB,LIBERTY,1,13,1,2,47.6,30,0,57,0,0,1,34,23.6,3,6,206,0,6,73.4,78.5,77.2,74.2,,,70.1,60.0,15,0,0,0,0,39,6,1,0,12,1,63,37,2.85,4.8,,4
Dylan Lee,184832,HB,IOWA STATE,1,13,5,2,60.5,49,0,81,0,0,5,61,167.6,2,5,193,0,6,74.4,71.8,74.5,,75.8,61.8,70.2,60.0,28,0,0,1,5,14,0,0,1,14,1,81,61,4.69,6.2,0.0,7
Kaidon Salter,132046,QB,COLORADO,1,13,5,0,0.0,0,0,19,0,0,2,11,34.4,1,4,143,0,3,72.0,63.5,76.5,59.3,,60.0,64.8,60.0,11,1,0,0,1,26,24,5,0,8,1,43,20,1.54,3.3,0.0,2
Chase Jenkins,173242,QB,RICE,1,13,1,0,0.0,0,0,-17,0,0,1,8,6.6,0,0,275,1,7,72.5,41.1,76.5,48.9,,60.0,45.7,60.0,7,0,0,0,1,51,6,2,0,11,0,-11,12,0.92,-0.8,0.0,2
Dexter Williams II,129457,QB,KENNESAW,1,13,4,0,0.0,0,0,27,0,0,3,14,65.6,4,3,200,1,2,71.8,51.9,77.4,46.7,,,61.9,60.0,13,0,0,0,0,37,17,5,0,8,0,44,33,2.54,3.4,,0
Cameron Dickey,184897,HB,TEXAS TECH,1,13,2,2,38.9,35,0,90,0,0,2,49,58.0,4,6,315,1,6,25.7,72.9,73.9,,19.1,54.2,75.0,,20,0,0,0,10,13,0,0,0,13,1,90,49,3.77,6.9,0.0,7
Trey Cornist,169975,HB,C MICHIGAN,1,13,4,3,71.7,71,0,99,0,0,4,79,187.0,3,5,134,0,10,74.4,73.5,75.6,,64.3,56.2,74.6,55.6,29,0,0,0,8,22,0,0,0,13,1,99,79,6.08,7.6,0.0,3
Angel Flores,164493,QB,C MICHIGAN,1,13,4,0,0.0,0,0,30,0,0,4,23,54.4,0,0,134,1,7,38.5,56.9,72.7,76.6,,,53.1,60.0,9,0,0,0,0,17,0,0,0,13,0,30,23,1.77,2.3,,6
Kaden Feagin,174024,HB,ILLINOIS,1,13,2,1,24.3,18,0,74,0,0,2,47,55.6,1,5,187,0,8,74.4,85.4,75.4,,36.7,56.0,85.8,,18,0,0,0,7,13,0,0,0,13,1,74,47,3.62,5.7,0.0,5
Kaderris Roberts,149713,HB,BOWL GREEN,1,12,4,0,0.0,0,0,66,0,0,4,35,89.7,4,5,122,0,4,74.0,66.3,72.9,,67.5,60.2,65.7,60.0,14,0,6,1,6,13,0,0,3,13,0,66,35,2.92,5.5,1.0,8
