player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Fernando Mendoza,158323,QB,CAL,1,60,83.3,18,18,8.3,2.28,0,0,0.0,72.2,13,8,13.3,20,33.3,2,10,,67.1,90.2,72.4,87.4,,64.9,0,0,20,12.5,112.5,5.0,1,1,0,0,1,0,0.0,137,7.6,0,130,72.5,78.5,75.3,70.4,79.4,34,38,6.5,2.25,0,0,0.0,71.1,27,10,0.0,40,66.7,0,14,,69.1,63.7,75.1,63.3,,,1,1,42,20.0,86.3,5.0,2,0,0,3,1,2,4.8,248,6.5,90.2,41,42,6.4,2.03,0,0,0.0,85.7,36,0,2.7,42,70.0,1,20,,69.3,87.8,75.3,86.8,,,0,0,44,,117.2,0.0,0,0,0,1,2,1,2.3,349,8.3,0,45.5,11,14,9.9,2.78,0,0,0.0,28.6,4,18,20.0,18,30.0,1,4,,66.8,47.5,72.0,43.1,,64.9,1,1,18,16.7,9.8,16.7,3,1,0,2,0,1,5.6,36,2.6
Kyle McCord,145053,QB,SYRACUSE,1,53,75.0,16,17,10.5,2.27,0,1,5.3,70.6,12,3,0.0,18,34.0,0,8,,24.3,90.3,72.5,85.2,,69.4,1,0,21,33.3,137.4,5.6,1,0,0,0,2,1,4.8,152,8.9,0,304,25.4,79.0,74.6,74.8,70.4,27,31,10.7,2.52,1,1,3.1,61.3,19,11,0.0,35,66.0,0,11,,29.4,61.5,74.4,62.5,,57.3,2,0,36,27.3,85.4,8.6,3,1,0,1,0,2,5.6,240,7.7,69.2,39,39,10.7,2.12,0,2,4.8,69.2,27,0,0.0,39,73.6,0,16,,69.1,82.6,74.9,81.5,,,0,0,42,,114.2,0.0,0,0,0,0,2,1,2.4,349,8.9,0,100.0,4,9,9.8,3.32,1,0,0.0,44.4,4,14,0.0,14,26.4,0,3,,10.5,54.4,71.4,46.4,,68.3,3,0,15,28.6,59.0,28.6,4,1,0,1,0,2,13.3,43,4.8
Billy Edwards Jr.,144185,QB,MARYLAND,1,51,90.0,10,10,8.7,2.37,0,0,0.0,90.0,9,4,0.0,11,21.6,0,6,,65.6,81.2,70.4,84.4,,57.3,0,0,11,0.0,144.6,0.0,0,1,0,0,1,1,9.1,107,10.7,0,215,71.1,58.2,57.7,59.1,51.9,27,34,8.9,2.71,6,0,0.0,38.2,13,19,7.1,40,78.4,1,6,,69.4,47.7,75.3,46.8,,59.4,0,2,46,5.3,21.9,2.5,1,5,0,1,0,1,2.2,99,2.9,77.3,22,26,7.6,2.2,4,0,0.0,65.4,17,0,0.0,28,54.9,0,9,,68.2,72.4,73.7,71.7,,61.6,0,0,30,,82.7,0.0,0,2,0,0,0,0,0.0,163,6.3,1,40.0,15,18,10.7,3.16,2,0,0.0,27.8,5,23,16.7,23,45.1,1,3,,67.8,41.8,73.4,42.7,,55.0,0,2,27,4.3,18.5,4.3,1,4,0,1,1,2,7.4,43,2.4
Shedeur Sanders,131396,QB,COLORADO,1,51,87.5,8,10,4.3,4.01,0,0,0.0,60.0,6,7,14.3,14,27.5,1,5,,66.4,61.2,71.4,56.5,,64.3,0,0,15,42.9,79.2,21.4,3,1,0,2,0,0,0.0,65,6.5,0,143,70.3,62.6,61.8,64.3,81.3,32,33,4.5,2.69,0,0,0.0,72.7,24,10,7.7,37,72.5,2,13,,69.0,63.2,74.8,63.9,,57.7,0,0,40,10.0,121.5,2.7,1,3,0,1,3,0,0.0,226,6.8,87.1,31,31,3.8,2.31,0,0,0.0,80.6,25,0,7.4,34,66.7,2,15,,68.5,77.8,74.2,75.7,,66.0,0,0,34,,129.8,0.0,0,3,0,0,3,0,0.0,230,7.4,2,66.7,9,12,6.8,4.55,0,0,0.0,41.7,5,17,16.7,17,33.3,1,3,,67.2,40.9,72.5,42.2,,57.3,0,0,21,23.5,58.0,23.5,4,1,0,3,0,0,0.0,61,5.1
Max Brosmer,105568,QB,MINNESOTA,1,51,38.5,13,14,12.8,3.11,0,0,0.0,28.6,4,10,20.0,17,33.3,1,4,,27.4,55.0,71.8,49.3,,68.3,0,0,17,10.0,43.8,5.9,1,2,0,1,0,0,0.0,56,4.0,0,225,48.8,68.6,64.4,73.0,82.1,28,31,8.1,2.77,0,1,3.0,74.2,23,8,0.0,34,66.7,0,8,,68.6,72.8,74.4,72.1,,,0,0,36,37.5,102.4,8.8,3,0,0,3,1,1,2.8,206,6.6,71.9,32,33,9.3,2.53,0,0,0.0,69.7,23,0,0.0,33,64.7,0,8,,68.6,66.2,74.3,65.8,,,0,0,35,,96.4,0.0,0,0,0,1,1,1,2.9,207,6.3,0,55.6,9,12,10.4,3.54,0,1,8.3,33.3,4,18,20.0,18,35.3,1,4,,27.4,65.2,72.0,59.7,,68.3,0,0,18,22.2,49.0,22.2,4,2,0,3,0,0,0.0,55,4.6
Behren Morton,144747,QB,TEXAS TECH,1,50,72.7,11,11,5.9,2.34,0,0,0.0,63.6,7,4,12.5,11,22.0,1,5,,65.6,69.3,70.4,68.9,,,0,0,11,0.0,123.3,0.0,0,0,0,0,1,0,0.0,100,9.1,0,315,70.2,59.4,56.7,64.4,66.7,27,29,6.0,2.83,1,0,0.0,58.6,17,18,5.6,39,78.0,1,8,,69.1,55.0,75.0,52.0,,66.4,1,1,43,38.9,73.2,17.9,7,3,0,0,1,2,4.7,175,6.0,70.4,27,28,5.1,2.27,1,0,0.0,67.9,19,0,0.0,28,56.0,0,10,,68.1,61.1,73.6,60.8,,,0,1,29,,88.8,0.0,0,0,0,0,1,1,3.4,223,8.0,0,63.6,11,12,8.1,3.3,0,0,0.0,41.7,5,22,28.6,22,44.0,2,3,,67.5,57.0,73.1,52.5,,66.4,1,0,25,31.8,82.6,31.8,7,3,0,0,1,1,4.0,52,4.3
Danny O'Neil,184200,QB,S DIEGO ST,1,49,75.0,16,18,4.1,2.47,0,0,0.0,66.7,12,5,0.0,19,38.8,0,5,,67.1,65.2,72.4,64.8,,,1,0,20,20.0,96.5,5.3,1,0,0,1,1,0,0.0,88,4.9,0,284,70.0,64.0,67.6,51.0,72.7,22,24,10.0,3.07,1,1,3.4,58.3,14,5,12.5,30,61.2,2,6,,68.7,61.4,74.6,67.4,59.5,51.0,0,0,36,0.0,69.3,0.0,0,6,0,1,0,0,0.0,107,4.5,79.4,34,35,5.0,2.43,1,1,2.5,71.4,25,0,7.4,39,79.6,2,10,,69.4,69.6,75.4,73.0,59.5,53.9,0,0,45,,92.6,0.0,0,4,0,0,1,0,0.0,180,5.1,1,25.0,4,7,28.8,4.45,0,0,0.0,14.3,1,10,0.0,10,20.4,0,1,,65.6,45.6,70.4,49.3,,53.8,1,0,11,10.0,39.6,10.0,1,2,0,2,0,0,0.0,15,2.1
Jalen Kitna,146688,QB,UAB,1,49,63.6,22,24,11.3,2.7,0,3,12.5,45.8,11,10,21.4,28,57.1,3,5,,68.0,61.1,73.5,62.3,,57.3,1,1,28,30.0,56.1,10.7,3,1,0,1,1,2,7.1,111,4.6,0,321,70.0,50.8,53.1,50.3,64.7,17,18,7.8,2.7,0,0,0.0,61.1,11,4,0.0,21,42.9,0,5,,67.2,40.8,72.7,44.1,60.0,52.6,1,1,21,0.0,58.1,0.0,0,2,0,0,0,1,4.8,122,6.8,64.7,34,34,8.6,2.58,0,2,5.9,61.8,21,0,4.5,35,71.4,1,9,,68.6,51.4,74.3,52.6,,57.0,0,1,35,,77.5,0.0,0,1,0,0,1,2,5.7,215,6.3,0,60.0,5,8,17.6,3.01,0,1,12.5,12.5,1,14,66.7,14,28.6,2,1,,66.2,52.6,71.4,58.0,60.0,52.9,2,1,14,21.4,0.0,21.4,3,2,0,1,0,1,7.1,18,2.3
Bryce Archie,156667,QB,USF,1,48,83.3,18,22,12.6,2.79,1,1,4.5,63.6,14,9,6.7,26,54.2,1,7,,26.3,66.2,73.3,65.8,,,3,1,26,44.4,85.8,15.4,4,0,0,0,1,2,7.7,182,8.3,0,327,39.3,61.1,59.7,62.2,70.0,20,21,12.5,3.54,0,1,4.8,57.1,12,8,14.3,22,45.8,2,7,,67.4,52.3,72.8,53.6,,57.3,0,1,22,0.0,50.5,0.0,0,1,0,1,0,1,4.5,104,5.0,73.3,30,31,12.9,2.83,1,1,3.2,64.5,20,0,9.1,31,64.6,2,11,,68.3,65.4,73.9,65.0,,,0,1,31,,86.6,0.0,0,0,0,0,1,2,6.5,249,8.0,0,87.5,8,12,11.3,3.7,0,1,8.3,50.0,6,17,14.3,17,35.4,1,3,,22.4,47.6,72.0,49.1,,57.3,3,1,17,23.5,21.9,23.5,4,1,0,1,0,1,5.9,37,3.1
Spencer Petras,82136,QB,UTAH ST,1,48,81.3,16,16,6.5,2.24,0,0,0.0,68.8,11,6,15.4,17,35.4,2,7,,67.1,61.7,72.4,61.4,,,0,0,20,16.7,105.2,5.9,1,0,0,0,1,0,0.0,96,6.0,0,329,70.6,57.9,55.4,65.3,80.0,25,29,4.8,2.37,1,0,0.0,58.6,17,7,15.0,31,64.6,3,6,,68.5,54.6,74.1,52.0,,64.2,2,1,33,0.0,64.2,0.0,0,1,0,1,1,2,6.1,112,3.9,78.1,32,33,5.6,2.02,1,0,0.0,66.7,22,0,12.0,35,72.9,3,11,,68.9,68.0,74.6,65.8,,64.2,0,1,38,,75.3,0.0,0,1,0,0,1,1,2.6,160,4.8,0,88.9,9,12,4.8,3.15,0,0,0.0,50.0,6,13,25.0,13,27.1,2,2,,66.4,37.6,71.4,37.8,,,2,0,15,7.7,88.2,7.7,1,0,0,1,1,1,6.7,48,4.0
