player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Brandon Spencer,120765,CB,FORDHAM,3,7,,7.0,168,0,39.6,0,1,0,0,0,0.0
Reid Wheeler,154423,S,TAYLOR,1,9,,9.0,402,0,39.6,0,1,0,0,0,0.0
Miles Battle,84301,CB,OLE MISS,1,2,,2.0,226,0,39.6,0,1,0,0,0,0.0
Deon Houston,142546,CB,MERRIMACK,4,8,,8.0,385,0,39.6,0,1,0,0,0,0.0
Michael King,154464,S,UVAWIS,1,16,,4.0,1320,0,39.6,0,4,0,0,0,0.0
Darrell Luter Jr.,121428,CB,S ALABAMA,3,3,,3.0,288,0,39.6,0,1,0,0,0,0.0
Jeremiah Davis,83892,LB,STF AUSTIN,6,10,,10.0,301,0,39.6,0,1,0,0,0,0.0
Ayinde Johnson,142505,CB,LIUSHAR,3,5,,2.5,1298,0,39.6,0,2,0,0,0,0.0
Austin Goffney,102452,S,LAMAR,3,14,,7.0,204,0,39.6,0,2,0,0,0,0.0
Semisi Fakasiieiki,44340,LB,PURDUE,7,12,,6.0,273,0,39.6,0,2,0,0,0,0.0
Alden Tofa,51983,ED,BYU,1,1,,1.0,128,0,39.6,0,1,0,0,0,0.0
Sebastian Costantini,129770,S,PENN STATE,4,8,,8.0,266,0,39.6,0,1,0,0,0,0.0
Kaleb Hayes,52137,CB,BYU,6,8,,4.0,128,0,39.6,0,2,0,0,0,0.0
Jacob Bellizzi,102139,LB,ILL STATE,2,5,,5.0,188,0,39.6,0,1,0,0,0,0.0
Cameron Oliver,146206,CB,UNLV,2,2,,2.0,325,1,0.0,0,1,0,0,0,0.0
Antonio Carter II,103597,CB,RHODE ISLD,3,10,,10.0,274,0,39.6,0,1,0,0,0,0.0
Kam Alexander,103620,CB,SM HOUSTON,2,2,,2.0,281,0,39.6,0,1,0,0,0,0.0
Jackson Lataimua,131939,CB,WASH STATE,2,8,,4.0,341,0,39.6,0,2,0,0,0,0.0
Darrell Scott,168382,CB,LINCOK,1,1,,1.0,1452,0,39.6,0,1,0,0,0,0.0
Keewone Parker,168372,LB,LINCOK,1,3,,3.0,1452,0,39.6,0,1,0,0,0,0.0
Ricky Richardson,168366,LB,LINCOK,1,4,,4.0,1452,0,39.6,0,1,0,0,0,0.0
Trevor Woods,146324,S,COLORADO,6,38,,19.0,143,1,0.0,0,2,0,0,0,0.0
Chau Smith-Wade,131956,CB,WASH STATE,8,14,,14.0,341,0,39.6,0,1,0,0,0,0.0
Jayqwan Louis,168301,S,WARNER,1,2,,2.0,407,0,39.6,0,1,0,0,0,0.0
Jarvarius Sims,132298,CB,C MICHIGAN,5,9,,9.0,134,0,39.6,0,1,0,0,0,0.0
Anthony Beavers Jr.,146420,S,USC,5,16,,8.0,326,0,39.6,0,2,0,0,0,0.0
Wankeith Akin Jr.,55014,CB,ARKAPB,3,3,,3.0,112,0,39.6,0,1,0,0,0,0.0
RJ Potts,55080,ED,N COLORADO,6,16,,8.0,253,0,39.6,0,2,0,0,0,0.0
Tamichael Shellman,167767,CB,KYCRST,1,4,,4.0,1474,0,39.6,0,1,0,0,0,0.0
Joseph Jamison,167733,CB,KYCRST,1,11,,5.5,1474,0,39.6,0,2,0,0,0,0.0
Dion Kuinlan,167552,S,ASSMPT,1,7,,2.3,1257,0,39.6,0,3,0,0,0,0.0
Hunter Wohler,145183,S,WISCONSIN,5,9,,9.0,349,0,39.6,0,1,0,0,0,0.0
Austin Brundidge,55268,LB,MILES,1,3,,3.0,386,0,39.6,0,1,0,0,0,0.0
Kyser Samuel,104118,CB,VA MILT IN,4,7,,3.5,336,0,39.6,0,2,0,0,0,0.0
Chris Megginson,104168,CB,LIBERTY,6,7,,3.5,206,0,39.6,0,2,0,0,0,0.0
Nahamani Harris,167154,CB,TEXAS STHN,3,8,,8.0,313,0,39.6,0,1,0,0,0,0.0
Ro Torrence,146653,CB,ARIZONA ST,4,10,,10.0,110,0,39.6,0,1,0,0,0,0.0
Jaedon Joyner,104237,CB,WM & MARY,3,6,,6.0,348,0,39.6,0,1,0,0,0,0.0
TJ Moore,129562,CB,MERCER,2,13,,13.0,219,0,39.6,0,1,0,0,0,0.0
Jackson Barletta,104260,LB,FORDHAM,5,9,,4.5,168,0,39.6,0,2,0,0,0,0.0
Tah Banda,133231,LB,INCAR WORD,8,16,,8.0,189,0,39.6,0,2,0,0,0,0.0
MJ Daniels,146821,S,OLE MISS,2,8,,8.0,226,0,39.6,0,1,0,0,0,0.0
Devon Williams,144984,LB,MINNESOTA,2,6,,6.0,225,0,39.6,0,1,0,0,0,0.0
Erwin Byrd,101383,CB,KENNESAW,1,1,,1.0,200,0,39.6,0,1,0,0,0,0.0
Jeffrey Wells,134774,CB,S ILLINOIS,2,7,,7.0,295,0,39.6,0,1,0,0,0,0.0
Tobias Harris,134812,CB,DOMINION,6,11,,3.7,263,0,39.6,0,3,0,0,0,0.0
Nohl Williams,128375,CB,UNLV,3,5,,2.5,325,0,39.6,0,2,0,0,0,0.0
Sam Anthony,166994,S,ARKAPB,5,23,,11.5,112,0,39.6,0,2,0,0,0,0.0
Conner Long,166883,S,CONCMI,1,8,,8.0,1472,0,39.6,0,1,0,0,0,0.0
Quinten Johnson,101377,S,MICHIGAN,7,11,,11.0,222,0,39.6,0,1,0,0,0,0.0
Davondre Robinson,55861,S,CHARLOTTE,3,8,,8.0,136,0,39.6,0,1,0,0,0,0.0
Jaydon Hood,144935,LB,MICHIGAN,1,2,,2.0,222,0,39.6,0,1,0,0,0,0.0
Lovelle Williams,166769,S,MARS HILL,1,11,,5.5,383,0,39.6,0,2,0,0,0,0.0
Ameer Speed,55918,CB,MICH STATE,4,5,,5.0,223,0,39.6,0,1,0,0,0,0.0
Bam Martin-Scott,146904,LB,S CAROLINA,5,6,,6.0,289,0,39.6,0,1,0,0,0,0.0
Kamal Hadden,146931,CB,TENNESSEE,3,5,,5.0,307,0,39.6,0,1,0,0,0,0.0
James Mozelle,166509,S,STANKN,1,4,,4.0,1455,0,39.6,0,1,0,0,0,0.0
Marlen Sewell,146968,S,VANDERBILT,2,8,,8.0,333,0,39.6,0,1,0,0,0,0.0
Kaelin Drakeford,138003,S,E ILLINOIS,3,9,,9.0,158,0,39.6,0,1,0,0,0,0.0
Tyson Russell,146969,CB,VANDERBILT,1,2,,2.0,333,0,39.6,0,1,0,0,0,0.0
Michael Mincey,146974,LB,KENNESAW,2,3,,3.0,200,0,39.6,0,1,0,0,0,0.0
Tyris Harvey,138009,CB,E ILLINOIS,6,6,,3.0,158,0,39.6,0,2,0,0,0,0.0
Chris Ware,166109,S,MILES,1,7,,7.0,386,0,39.6,0,1,0,0,0,0.0
